id,id_grupo,texto_usuario,clase_objetivo,pred_c1,correct_c1,in_top3_c1,conf_c1,macro_sistema,pred_macro_fix,macro_correct
F10L01_0186,C5_G26,El ralenti sube y baja solo cuando estoy detenido. Al acelerar el motor funciona normal y no pierde potencia. No hay codigos de cilindro. Con el A/C se agudiza la inestabilidad.,Cuerpo de aceleracion o valvula IAC sucia,Cuerpo de aceleracion o valvula IAC sucia,1,True,0.705,MOTOR,MOTOR,1
F10L01_0195,C5_G35,El carro se siente inestable solo cuando esta detenido. Si acelero un poco se quita. No hay tirones en carretera ni zumbido. Consumo normal.,Cuerpo de aceleracion o valvula IAC sucia,Inyectores sucios o filtro de combustible obstruido,0,True,0.5223,MOTOR,MOTOR,1
F10L01_0197,C5_G37,En los altos el motor baila un poco y las rpm no se quedan fijas. Al salir se siente normal. No hay falla de cilindro ni olor a gasolina.,Cuerpo de aceleracion o valvula IAC sucia,Falla en bujias o bobinas de encendido (misfire),0,True,0.8463,MOTOR,MOTOR,1
F10-L02-0026,G06-L3-01,El motor recalienta al subir cuestas en autopista botando refrigerante por el tapón de alivio. Al aplicar detector químico de CO2 en el radiador el líquido viró de azul a amarillo. No hay fugas externas.,Empaque de culata soplado o danado,Empaque de culata soplado o danado,1,True,0.8176,MOTOR,MOTOR,1
F10-L02-0035,G06-L3-10,"Escáner marca P0300 y P0217. El motor tiembla en ralentí, consume refrigerante de forma interna y genera una nube densa blanca al acelerar tras 15 minutos en tráfico. Aceite presenta microgotas de refrigerante en análisis.",Empaque de culata soplado o danado,Consumo de aceite por desgaste de anillos o retenes,0,False,0.6635,MOTOR,MOTOR,1
F10-L02-0037,G06-L3-12,"Sobrecalentamiento bajo carga en cuestas. La prueba de presión de refrigerante en frío sostiene 15 psi, pero al encender el motor la aguja oscila bruscamente con cada ciclo de combustión disparándose a 25 psi.",Empaque de culata soplado o danado,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),0,False,0.2266,MOTOR,MOTOR,1
F10-L02-0066,G07-L3-01,Temperatura alcanza 108 grados únicamente en ralentí tras 10 minutos de detención. Al escanear con equipo en vivo el sensor ECT marca 106°C pero el comando de baja velocidad del ventilador no energiza el motor eléctrico. El nivel de refrigerante está completo y al rodar a 60 km/h la temperatura cae a 90°C.,Falla en termostato o motoventilador de radiador,Falla en termostato o motoventilador de radiador,1,True,0.9749,MOTOR,MOTOR,1
F10-L02-0075,G07-L3-10,"El motor recalienta al parar en el semaforo. Mangueras en perfecto estado sin roturas ni fugas, nivel en el maximo, pero el ventilador no gira porque el modulo de control de ventilador esta quemado. En pista libre a 80 km/h la temperatura baja normal.",Falla en termostato o motoventilador de radiador,Falla en termostato o motoventilador de radiador,1,True,0.7869,MOTOR,MOTOR,1
F10-L02-0077,G07-L3-12,El motor calienta en ralentí y ciudad pero el aceite está en óptimo estado y no hay sobrepresión de gases en el radiador. El relé del motoventilador presentó patillas sulfatadas con caída de tensión de 4 voltios bajo carga impidiendo el giro normal del aspa.,Falla en termostato o motoventilador de radiador,Falla en termostato o motoventilador de radiador,1,True,0.9009,MOTOR,MOTOR,1
F10-L02-0106,G08-L3-01,"Pérdida de un litro de refrigerante cada 200 km. Al aplicar la bomba de presurización al radiador a 15 psi con el motor apagado, la presión cae a 5 psi en 30 segundos y se observa un chorro continuo en el tanque lateral plástico del radiador fisurado.",Fuga en mangueras de refrigerante o radiador picado,Fuga en mangueras de refrigerante o radiador picado,1,True,0.6979,MOTOR,MOTOR,1
F10-L02-0115,G08-L3-10,Consumo continuo de medio litro diario de anticongelante. Radiador presenta corrosión galvánica externa con goteo por la base inferior derecha. La prueba de CO2 en gases de escape sobre refrigerante resultó negativa.,Fuga en mangueras de refrigerante o radiador picado,Fuga en mangueras de refrigerante o radiador picado,1,True,0.7395,MOTOR,MOTOR,1
F10-L02-0117,G08-L3-12,"Pérdida de refrigerante solo en frío durante la noche por contracción de la manguera superior reseca sobre la boca de aluminio del termostato. Al encender y dilatar cesa la fuga, dejando charco de 200 ml cada madrugada.",Fuga en mangueras de refrigerante o radiador picado,Fuga en mangueras de refrigerante o radiador picado,1,True,0.9309,MOTOR,MOTOR,1
F10-L02-0146,G09-L3-01,"Consumo excesivo de 1.2 litros de aceite por cada 1000 km sin goteo externo. Prueba de compresión seca marcó 115-118 psi en los 4 cilindros; al inyectar 10 ml de aceite la compresión subió a 155-160 psi en todos, confirmando desgaste en los aros de compresión y rascadores.",Consumo de aceite por desgaste de anillos o retenes,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0,True,0.6087,MOTOR,MOTOR,1
F10-L02-0155,G09-L3-10,Inspección de bujías revela depósito vitrificado de aceite quemado en cilindros 1 y 4. Prueba de compresión húmeda confirmó recuperación de 45 psi por cilindro tras sellar aros. Nivel de refrigerante permanece intacto sin mezcla de fluidos.,Consumo de aceite por desgaste de anillos o retenes,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0,True,0.5738,MOTOR,MOTOR,1
F10-L02-0157,G09-L3-12,Prueba de hermeticidad con detector de fugas: cilindro 1 fuga 28% con soplido audible a través de la boca de llenado de aceite en la tapa de balancines. No hay soplido hacia el radiador ni hacia el múltiple de escape.,Consumo de aceite por desgaste de anillos o retenes,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0,False,0.8612,MOTOR,MOTOR,1
F10-L02-0186,G10-L3-01,"Testigo de presión de aceite parpadea en ralentí a 800 rpm tras 25 minutos de funcionamiento a 92°C de temperatura de refrigerante. El nivel en varilla está en la marca MAX con aceite 5W-30 sintético recién cambiado. Al conectar manómetro mecánico en el puerto del bulbo se registran 6.5 psi en ralentí (mínimo OEM 14 psi) y 26 psi a 3000 rpm (mínimo OEM 40 psi), con taqués sonando por despresurización.",Baja presion de aceite o bomba de aceite defectuosa,Baja presion de aceite o bomba de aceite defectuosa,1,True,0.9642,MOTOR,MOTOR,1
F10-L02-0195,G10-L3-10,"DTC P0520 y P0524 activos simultáneamente en módulo PCM. Con el motor a temperatura de régimen (94°C), el sensor digital reporta 7 psi a 780 rpm. El circuito eléctrico del sensor arrojó 5.0V de referencia y masa perfecta, confirmando que la caída de presión es mecánica e hidráulica real.",Baja presion de aceite o bomba de aceite defectuosa,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),0,False,0.7348,MOTOR,MOTOR,1
F10-L02-0197,G10-L3-12,Presión de aceite en caliente no supera los 10 psi en ralentí y la culata emite ruido de taqués secos. El motor no gasta aceite ni echa humo azul por el escape. Al desmontar la bomba se encontró el cuerpo de aluminio con rayaduras profundas por limalla previa.,Baja presion de aceite o bomba de aceite defectuosa,Baja presion de aceite o bomba de aceite defectuosa,1,True,0.5419,MOTOR,MOTOR,1
F10-L03-0026,G11-L3-01,Escáner reporta DTC P0016 de correlación entre sensor de cigüeñal y árbol de levas de admisión. En osciloscopio de dos canales la señal del sensor CMP se observa desplazada 22 grados respecto a los dientes del CKP de manera fija en todo el rango de revoluciones. Se inspeccionó la cadena y el tensor hidráulico se encuentra extendido al máximo sin retención.,Faja o cadena de distribucion destensada o con salto de punto,Faja o cadena de distribucion destensada o con salto de punto,1,True,0.5293,MOTOR,MOTOR,1
F10-L03-0035,G11-L3-10,Medición de avance de encendido con escáner muestra corrección máxima negativa de menos 15 grados en ralentí. El árbol de levas de admisión saltó 2 dientes por rotura de tensor secundario. Las válvulas no llegaron a colisionar con los pistones pero el cruce provoca vacío pobre de 11 inHg.,Faja o cadena de distribucion destensada o con salto de punto,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),0,True,0.7272,MOTOR,MOTOR,1
F10-L03-0037,G11-L3-12,Código P0340 y P0016. El motor arranca en modo de respaldo utilizando únicamente la señal del CKP tras 6 segundos de marcha continua. Se desmontó el frontal de la culata comprobando estiramiento de cadena del 2.5% superando el límite de servicio de 1.0%.,Faja o cadena de distribucion destensada o con salto de punto,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),0,True,0.8229,MOTOR,MOTOR,1
F10-L03-0066,G12-L3-01,"Escáner en datos en vivo grafica 'Desired Camshaft Position' en 35 grados de avance a 3200 rpm mientras que 'Actual Camshaft Position' se queda estancado en 4 grados. Se registra DTC P0011 permanente. La presión de aceite de motor está en 45 psi correcta y la cadena de tiempo está perfectamente calada, comprobándose solenoide OCV trabado por carbón.",Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),1,True,0.8923,MOTOR,MOTOR,1
F10-L03-0075,G12-L3-10,DTC P0026 referente a circuito de válvula solenoide de admisión banco 1. Prueba de osciloscopio en el conector de la válvula muestra señal de control con modulación de ancho de pulso normal pero consumo de corriente de 0 amperios por bobina cortada en el solenoide OCV.,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),0,True,0.5525,MOTOR,MOTOR,1
F10-L03-0077,G12-L3-12,"Presión de aceite general marca 40 psi pero en el conducto específico de alimentación al piñón VVT cae a 10 psi por obturación del tornillo banjo con filtro integrado en la culata, provocando código P0012 por retardo severo de levas.",Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),1,True,0.712,MOTOR,MOTOR,1
F10-L03-0106,G13-L3-01,"Inspección endoscópica a través del puerto de admisión en motor 2.0 TSI con 95,000 km revela acumulación severa de carbón de hasta 4 mm de espesor en el lomo y vástago de las 8 válvulas de admisión. El vehículo produce fallos de encendido aleatorios P0300 durante los primeros 60 segundos en frío pero la presión de la bomba de alta combustible marca 50 bar en ralentí.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),1,True,0.9858,MOTOR,MOTOR,1
F10-L03-0115,G13-L3-10,Prueba en dinamómetro muestra curva de par motor con depresión de 35 Nm entre 2000 y 3200 rpm en motor GDI con 80 mil km. Se retiró la rampa de inyección encontrándose inyectores con toberas limpias pero toberas de culata y asientos de válvulas recubiertos de carbonilla apelmazada.,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),1,True,0.8969,MOTOR,MOTOR,1
F10-L03-0117,G13-L3-12,"Análisis de gases de escape en frío arroja hidrocarburos no quemados altos (450 ppm) que caen a 25 ppm al calentar. El sensor de temperatura de motor ECT responde linealmente y el sistema de inyección directa pulveriza a 100 bar estables, originándose la mala mezcla en las válvulas obstruidas.",Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),1,True,0.7137,MOTOR,MOTOR,1
F10-L03-0146,G14-L3-01,En prueba de carretera bajo aceleración a fondo en 4ta marcha a 3500 rpm se enciende testigo EPC y el motor entra en modo de emergencia. Escáner reporta DTC P0299 (Underboost). La presión especificada de turbo es de 2100 mbar mientras que la real no supera los 1350 mbar. La prueba de humo en circuito de intercooler descartó fugas y se constató que la varilla del actuador de la wastegate presenta atasco mecánico por óxido en el pivote.,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI,1,True,0.9054,MOTOR,MOTOR,1
F10-L03-0155,G14-L3-10,En aceleración progresiva de 2000 a 4500 rpm el escáner muestra que la presión de sobrealimentación no sube de 0.4 bar relativo. El servomotor del actuador de turbo consume 1.8 amperios en reposo por motor eléctrico en cortocircuito parcial y el eje no ejecuta el autotesteo al dar contacto.,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI,1,True,0.9316,MOTOR,MOTOR,1
F10-L03-0157,G14-L3-12,Registro de datos en tiempo real revela pico de sobrepresión de 2.3 bar absolutos a 3200 rpm seguido de corte abrupto por protección de motor con DTC P0234. La varilla del actuador no alcanza el tope de apertura máxima impidiendo evacuar el exceso de gases de escape hacia el catalizador.,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI,1,True,0.6324,MOTOR,MOTOR,1
F10-L03-0186,G15-L3-01,"El vehículo pierde potencia súbitamente al superar 2200 rpm bajo carga, emitiendo un soplido ensordecedor de aire comprimido en la zona delantera derecha y densa humareda negra por el escape con DTC P0299. La prueba de presurización con tapones de 2.5 pulgadas a 1.2 bar reveló una rotura de 6 cm en la manguera inferior de silicona del intercooler empapada en aceite. El actuador del turbo calibra y se desplaza con normalidad.",Fuga en mangueras de intercooler o turbocompresor danado,Fuga en mangueras de intercooler o turbocompresor danado,1,True,0.7564,MOTOR,MOTOR,1
F10-L03-0195,G15-L3-10,"El cliente reclama falta de potencia y ruido aullante. En banco de flujo se comprobó que el turbocompresor tiene los álabes de la turbina de escape mellados y erosionados por impacto de carbonilla dura desprendida del motor, perdiendo un 40% de eficiencia de sobrealimentación.",Fuga en mangueras de intercooler o turbocompresor danado,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI,0,False,0.5467,MOTOR,MOTOR,1
F10-L03-0197,G15-L3-12,Inspección técnica: con el manómetro de presión de turbo conectado en el colector se alcanza apenas 0.3 bar cuando la computadora solicita 1.4 bar. Al mismo tiempo se detecta chorro de aire de alta velocidad saliendo por la junta de goma descolocada en el acople rápido del intercooler.,Fuga en mangueras de intercooler o turbocompresor danado,Fuga en mangueras de intercooler o turbocompresor danado,1,True,0.84,MOTOR,MOTOR,1
F10-L04-0026,G16-L3-01,"En un Ford Focus 1.0 EcoBoost con 78,000 km se encendió el testigo de presión de aceite acompañado de pedal de freno duro como una piedra. El manómetro mecánico conectado en el puerto de filtro registra solo 6 psi en ralentí a 90°C de aceite. Al desmontar el cárter se encontró el colador de la bomba de aceite 100% obstruido por una masa compacta de filamentos y goma desprendida de la correa de distribución húmeda.",Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),1,True,0.6749,MOTOR,MOTOR,1
F10-L04-0035,G16-L3-10,Pérdida súbita de vacío en el servofreno con pedal rígido en un Chevrolet Onix 1.0 Turbo. La bomba de vacío mecánica es accionada por el extremo del árbol de levas; el tamiz de entrada de aceite de la bomba se taponó con residuos de la correa húmeda provocando agarrotamiento de las paletas y rotura del acople.,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),Falla en servofreno (booster) o linea de vacio,0,True,0.5375,MOTOR,MOTOR,1
F10-L04-0037,G16-L3-12,Oscilograma de correlación CKP-CMP en motor 1.0 turbo muestra retraso progresivo del árbol de admisión de hasta 14 grados al acelerar a 2500 rpm. Al verificar la correa bañada en aceite se detectó que el alma de fibra de vidrio se estiró un 3.8% y los dientes presentan cizallamiento en su base.,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),1,True,0.873,MOTOR,MOTOR,1
F10-L04-0066,G17-L3-01,Chevrolet Tahoe V8 se apaga súbitamente tras circular 45 minutos en carretera con DTC U0109 y P069E. Al ocurrir la falla la presión de combustible en baja cae de 4.0 bar a 0 bar absolutos mientras que el motor de arranque gira con normalidad y hay chispa de 25 kV en bujías. Al inspeccionar el chasis trasero se encontró el módulo FSCM a más de 85°C con deformación térmica en su carcasa; al enfriarlo con spray congelante el módulo restablece comunicación en el bus CAN y la bomba arranca de inmediato.,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,True,0.969,MOTOR,MOTOR,1
F10-L04-0075,G17-L3-10,El motor tironea a altas velocidades y genera DTC P0087. La presión en la rampa común de inyección directa cae a 25 bar porque la bomba de alta en culata se queda sin alimentación de baja presión (cae a 0.8 bar). El módulo de control de combustible no responde a los comandos de incremento de ciclo de trabajo emitidos por la ECU.,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,True,0.5643,MOTOR,MOTOR,1
F10-L04-0077,G17-L3-12,"Registro de eventos de red CAN muestra trama periódica de ID 0x240 (FSCM Status) ausente por más de 500 ms con DTC U0109 activo. Se verificó línea de alimentación del fusible 20A en la caja BJB con 12.6V presentes y caída de masa inferior a 0.05V, demostrándose falla interna del microcontrolador del módulo de bomba.",Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,True,0.9253,MOTOR,TRANSMISION,0
F10-L04-0106,G18-L3-01,"Toyota Hilux 2.8 GD Euro 6 con 82,000 km ingresó en modo degradado sin superar 2200 rpm ni 70 km/h, con testigo de DPF encendido y DTC P2463 (Soot Accumulation). Datos en vivo revelan masa calculada de hollín en 52 gramos y presión diferencial de 34 kPa a 2500 rpm (especificación máxima 8 kPa). La presión de riel Common Rail está correcta a 1600 bar y el turbo sopla a 1.2 bar, confirmándose obstrucción exclusiva en el panal cerámico del filtro de partículas por uso continuo en ralentí de mina.",Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),1,True,0.9524,MOTOR,MOTOR,1
F10-L04-0115,G18-L3-10,El vehículo ingresó tras quedarse inmovilizado por agotamiento de la cuenta regresiva de AdBlue (0 km restantes - Arranque bloqueado). Se rellenó el tanque con fluido nuevo DEF pero el sistema no habilita arranque debido a fallo en la resistencia calentadora del tubo de alimentación que arrojó circuito abierto a -5°C ambiente.,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),1,True,0.9633,MOTOR,MOTOR,1
F10-L04-0117,G18-L3-12,"DTC P20EE y P207F en camión ligero Euro 6. El análisis de refractometría óptica de la solución de urea AdBlue en el tanque arrojó una concentración del 18% (especificación ISO 22241 debe ser 32.5%), confirmando adulteración con agua corriente que inutiliza la reducción de NOx y enciende testigo de emisiones.",Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),1,True,0.8734,MOTOR,MOTOR,1
F10-L04-0146,G19-L3-01,"Toyota Hilux 1KD-FTV ingresa por apagado intempestivo al acelerar a fondo en 3ra velocidad bajo carga con DTC P0087 y P0093. En prueba dinámica con escáner la presión objetivo de riel es de 1600 bar mientras que la presión real cae abruptamente a 720 bar en el instante del corte. Se realizó la prueba de estanqueidad de inyectores con kit de probetas graduadas Common Rail a ralentí durante 2 minutos: inyector 1 (18 ml), inyector 2 (16 ml), inyector 3 (85 ml) e inyector 4 (19 ml), demostrando que la tobera 3 fuga masivamente la presión hacia la línea de retorno.",Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),1,True,0.9057,MOTOR,MOTOR,1
F10-L04-0155,G19-L3-10,"Contaminación por combustible adulterado con solventes en pickup diésel: la bomba de alta presión Bosch CP4 sufrió gripado de los rodillos sobre el eje excéntrico, esparciendo limalla de aluminio por toda la rampa común, taponando los microfiltros de los 4 inyectores y provocando corte total de presión con código P0087.",Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),1,True,0.9902,MOTOR,MOTOR,1
F10-L04-0157,G19-L3-12,DTC P0087 y P1229 en camioneta 2.5 diésel. En prueba de carga máxima la presión solicitada es de 1450 bar pero la real oscila entre 800 y 1100 bar con tirones violentos. Al retirar la válvula SCV se encontraron partículas de óxido provenientes del tanque de combustible que traban mecánicamente la corredera interna de dosificación.,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),1,True,0.8267,MOTOR,MOTOR,1
F10-L04-0186,G20-L3-01,Volkswagen Gol 1.6 MSI TotalFlex no arranca en frío por la mañana a 14°C de temperatura ambiente. En escáner el parámetro 'A/F Ratio' indica 9.0 (programado para 100% etanol) pero el tanque fue llenado anoche con 40 litros de gasolina de 95 octanos (debería indicar A/F 13.2). Debido al valor erróneo de relación aire/combustible la ECU triplica el ancho de pulso de inyección en el arranque ahogando las bujías en combustible. Al forzar mediante escáner el parámetro A/F a 13.5 y limpiar las bujías empapadas el motor encendió al primer giro.,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),1,True,0.9377,MOTOR,MOTOR,1
F10-L04-0195,G20-L3-10,El motor ratea y pierde fuerza tras circular 3 km después de repostar en grifo rural. El sensor de composición de combustible envía señal de 190 Hz superando el límite de 160 Hz (indicando más de 100% de etanol). El análisis químico de la muestra de tanque reveló combustible contaminado con 22% de agua libre en el fondo.,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),1,True,0.9669,MOTOR,MOTOR,1
F10-L04-0197,G20-L3-12,DTC P0179 y P0133 en vehículo bi-combustible. La tensión de retroalimentación de la sonda de oxígeno preconversor oscila muy lentamente entre 200 y 700 mV con período de 1.8 segundos. Debido a la lentitud del sensor la ECU no logra actualizar el integrador de la composición de combustible dentro de los 7 litros consumidos tras la recarga.,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),1,True,0.9572,MOTOR,MOTOR,1
F10-L05-0026,G21-L3-01,"En prueba de osciloscopio automotriz de dos canales se monitorea la señal analógica del sensor de cigüeñal inductivo CKP y la señal digital cuadrada de 5V del CMP. Al calentar el motor a 92°C de refrigerante la amplitud pico a pico del CKP colapsa de 4.2V a 0.3V por cortocircuito térmico entre espiras internas de la bobina, apagando el motor de golpe con DTC P0335. La presión de gasolina se mantiene en 3.8 bar y la compresión es de 165 psi pareja.",Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),1,True,0.9681,MOTOR,MOTOR,1
F10-L05-0035,G21-L3-10,"DTC P0017 en motor VVT de 4 cilindros. Se verificó con manómetro hidráulico que la presión de aceite llega a 45 psi a los variadores y el solenoide OCV actúa linealmente. Al intercambiar los sensores CMP de admisión y escape el código migró a P0016, comprobándose que la falla residía en el sensor Hall y no en el sistema mecánico de avance variable.",Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),0,False,0.9361,MOTOR,MOTOR,1
F10-L05-0037,G21-L3-12,Medición de tensión de referencia del sensor Hall del árbol de levas: al dar contacto la línea de pull-up entrega 5.0V normales provenientes de la ECU. Al girar el motor manualmente el voltaje conmuta entre 0.1V y 4.9V correctamente pero al superar las 1200 rpm la frecuencia de salida se desconfigura por histéresis térmica del integrado.,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),1,True,0.9055,MOTOR,MOTOR,1
