id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones,source_dataset,source_row_id,source_type,specificity_level,synthetic_or_original
ORIG-0012,G-ORIG-0007,Desgaste de pastillas y zapatas de freno,FRENOS,ORIGINAL_NO_ESTRATIFICADO,hola maestro suena como metal chocando en la llanta cuando freno en carabayllo,COTIDIANO,NO_REPORTA,hola maestro suena como metal chocando en la llanta cuando freno en carabayllo,NO_REPORTA,FRENO_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,11,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0013,G-ORIG-0008,Desgaste de pastillas y zapatas de freno,FRENOS,ORIGINAL_NO_ESTRATIFICADO,se escucha un chirrido feo al frenar en la esquina,COTIDIANO,NO_REPORTA,se escucha un chirrido feo al frenar en la esquina,NO_REPORTA,FRENO_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,12,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0014,G-ORIG-0009,Desgaste de pastillas y zapatas de freno,FRENOS,ORIGINAL_NO_ESTRATIFICADO,hola maestro se escucha un chirrido feo al frenar en la esquina ultimamente,COTIDIANO,NO_REPORTA,hola maestro se escucha un chirrido feo al frenar en la esquina ultimamente,NO_REPORTA,FRENO_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,13,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0016,G-ORIG-0008,Desgaste de pastillas y zapatas de freno,FRENOS,ORIGINAL_NO_ESTRATIFICADO,mi carro presenta se escucha un chirrido feo al frenar en la esquina en carabayllo,COTIDIANO,NO_REPORTA,mi carro presenta se escucha un chirrido feo al frenar en la esquina en carabayllo,NO_REPORTA,FRENO_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,15,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0025,G-ORIG-0014,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,el freno esta muy largo y no frena casi nada,COTIDIANO,NO_REPORTA,el freno esta muy largo y no frena casi nada,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,24,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0026,G-ORIG-0014,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,resulta que el freno esta muy largo y no frena casi nada ultimamente,COTIDIANO,NO_REPORTA,resulta que el freno esta muy largo y no frena casi nada ultimamente,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,25,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0027,G-ORIG-0014,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,sabes que el freno esta muy largo y no frena casi nada cuando salgo a trabajar,COTIDIANO,NO_REPORTA,sabes que el freno esta muy largo y no frena casi nada cuando salgo a trabajar,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,26,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0028,G-ORIG-0014,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,tengo un problema el freno esta muy largo y no frena casi nada desde ayer,COTIDIANO,NO_REPORTA,tengo un problema el freno esta muy largo y no frena casi nada desde ayer,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,27,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0029,G-ORIG-0015,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,tengo que pisar hasta el fondo el pedal para que pare,COTIDIANO,NO_REPORTA,tengo que pisar hasta el fondo el pedal para que pare,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,28,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0030,G-ORIG-0016,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,buenas tardes maestro tengo que pisar hasta el fondo el pedal para que pare ultimamente,COTIDIANO,NO_REPORTA,buenas tardes maestro tengo que pisar hasta el fondo el pedal para que pare ultimamente,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,29,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0031,G-ORIG-0015,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,resulta que tengo que pisar hasta el fondo el pedal para que pare desde ayer,COTIDIANO,NO_REPORTA,resulta que tengo que pisar hasta el fondo el pedal para que pare desde ayer,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,30,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0032,G-ORIG-0017,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,hola maestro tengo que pisar hasta el fondo el pedal para que pare en carabayllo,COTIDIANO,NO_REPORTA,hola maestro tengo que pisar hasta el fondo el pedal para que pare en carabayllo,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,31,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0033,G-ORIG-0018,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,siento el pedal de freno blando y el nivel de liquido bajo,COTIDIANO,NO_REPORTA,siento el pedal de freno blando y el nivel de liquido bajo,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,32,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0034,G-ORIG-0018,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,amigo una consulta siento el pedal de freno blando y el nivel de liquido bajo en carabayllo,COTIDIANO,NO_REPORTA,amigo una consulta siento el pedal de freno blando y el nivel de liquido bajo en carabayllo,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,33,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0035,G-ORIG-0018,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,tengo un problema siento el pedal de freno blando y el nivel de liquido bajo desde ayer,COTIDIANO,NO_REPORTA,tengo un problema siento el pedal de freno blando y el nivel de liquido bajo desde ayer,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,34,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0036,G-ORIG-0018,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,mi carro presenta siento el pedal de freno blando y el nivel de liquido bajo desde ayer,COTIDIANO,NO_REPORTA,mi carro presenta siento el pedal de freno blando y el nivel de liquido bajo desde ayer,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,35,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0037,G-ORIG-0019,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,el pedal de freno se hunde solo al mantenerlo pisado,COTIDIANO,NO_REPORTA,el pedal de freno se hunde solo al mantenerlo pisado,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,36,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0038,G-ORIG-0019,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,resulta que el pedal de freno se hunde solo al mantenerlo pisado en carabayllo,COTIDIANO,NO_REPORTA,resulta que el pedal de freno se hunde solo al mantenerlo pisado en carabayllo,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,37,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0039,G-ORIG-0019,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,sabes que el pedal de freno se hunde solo al mantenerlo pisado cuando salgo a trabajar,COTIDIANO,NO_REPORTA,sabes que el pedal de freno se hunde solo al mantenerlo pisado cuando salgo a trabajar,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,38,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0040,G-ORIG-0019,Fuga hidraulica o aire en el sistema de frenos,FRENOS,ORIGINAL_NO_ESTRATIFICADO,mi carro presenta el pedal de freno se hunde solo al mantenerlo pisado en carabayllo,COTIDIANO,NO_REPORTA,mi carro presenta el pedal de freno se hunde solo al mantenerlo pisado en carabayllo,NO_REPORTA,FRENO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,39,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0041,G-ORIG-0020,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,el motor cascabelea fuerte cuando subo una cuesta,COTIDIANO,NO_REPORTA,el motor cascabelea fuerte cuando subo una cuesta,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,40,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0042,G-ORIG-0020,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,amigo una consulta el motor cascabelea fuerte cuando subo una cuesta en carabayllo,COTIDIANO,NO_REPORTA,amigo una consulta el motor cascabelea fuerte cuando subo una cuesta en carabayllo,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,41,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0043,G-ORIG-0020,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,mi carro presenta el motor cascabelea fuerte cuando subo una cuesta desde ayer,COTIDIANO,NO_REPORTA,mi carro presenta el motor cascabelea fuerte cuando subo una cuesta desde ayer,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,42,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0045,G-ORIG-0022,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,siento un cascabeleo en el motor al acelerar fuerte,COTIDIANO,NO_REPORTA,siento un cascabeleo en el motor al acelerar fuerte,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,44,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0046,G-ORIG-0022,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,mi carro presenta siento un cascabeleo en el motor al acelerar fuerte desde ayer,COTIDIANO,NO_REPORTA,mi carro presenta siento un cascabeleo en el motor al acelerar fuerte desde ayer,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,45,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0047,G-ORIG-0022,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,mi carro presenta siento un cascabeleo en el motor al acelerar fuerte ultimamente,COTIDIANO,NO_REPORTA,mi carro presenta siento un cascabeleo en el motor al acelerar fuerte ultimamente,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,46,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0048,G-ORIG-0022,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,sabes que siento un cascabeleo en el motor al acelerar fuerte en carabayllo,COTIDIANO,NO_REPORTA,sabes que siento un cascabeleo en el motor al acelerar fuerte en carabayllo,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,47,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0051,G-ORIG-0025,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,buenas tardes maestro el carro cascabelea y pierde fuerza en la subida desde ayer,COTIDIANO,NO_REPORTA,buenas tardes maestro el carro cascabelea y pierde fuerza en la subida desde ayer,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,50,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0052,G-ORIG-0026,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,hola maestro el carro cascabelea y pierde fuerza en la subida ultimamente,COTIDIANO,NO_REPORTA,hola maestro el carro cascabelea y pierde fuerza en la subida ultimamente,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,51,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0053,G-ORIG-0027,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,escucho un sonajero o cascabeleo en el motor al pisar el acelerador,COTIDIANO,NO_REPORTA,escucho un sonajero o cascabeleo en el motor al pisar el acelerador,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,52,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0054,G-ORIG-0027,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,resulta que escucho un sonajero o cascabeleo en el motor al pisar el acelerador en carabayllo,COTIDIANO,NO_REPORTA,resulta que escucho un sonajero o cascabeleo en el motor al pisar el acelerador en carabayllo,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,53,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0055,G-ORIG-0027,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,amigo una consulta escucho un sonajero o cascabeleo en el motor al pisar el acelerador desde ayer,COTIDIANO,NO_REPORTA,amigo una consulta escucho un sonajero o cascabeleo en el motor al pisar el acelerador desde ayer,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,54,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0057,G-ORIG-0029,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,el motor cabecea y cascabelea en tercera marcha,COTIDIANO,NO_REPORTA,el motor cabecea y cascabelea en tercera marcha,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,56,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0058,G-ORIG-0029,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,resulta que el motor cabecea y cascabelea en tercera marcha desde ayer,COTIDIANO,NO_REPORTA,resulta que el motor cabecea y cascabelea en tercera marcha desde ayer,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,57,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0059,G-ORIG-0030,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,buenas tardes maestro el motor cabecea y cascabelea en tercera marcha desde ayer,COTIDIANO,NO_REPORTA,buenas tardes maestro el motor cabecea y cascabelea en tercera marcha desde ayer,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,58,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0060,G-ORIG-0029,Falla en bujias o bobinas de encendido (misfire),MOTOR,ORIGINAL_NO_ESTRATIFICADO,tengo un problema el motor cabecea y cascabelea en tercera marcha ultimamente,COTIDIANO,NO_REPORTA,tengo un problema el motor cabecea y cascabelea en tercera marcha ultimamente,NO_REPORTA,MOTOR_001,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,59,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0061,G-ORIG-0031,Bateria descargada o bornes sulfatados,ELECTRICO,ORIGINAL_NO_ESTRATIFICADO,el carro no arranca solo hace un click click al girar la llave,COTIDIANO,NO_REPORTA,el carro no arranca solo hace un click click al girar la llave,NO_REPORTA,ELECTRICO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,60,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0062,G-ORIG-0031,Bateria descargada o bornes sulfatados,ELECTRICO,ORIGINAL_NO_ESTRATIFICADO,sabes que el carro no arranca solo hace un click click al girar la llave desde ayer,COTIDIANO,NO_REPORTA,sabes que el carro no arranca solo hace un click click al girar la llave desde ayer,NO_REPORTA,ELECTRICO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,61,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0063,G-ORIG-0032,Bateria descargada o bornes sulfatados,ELECTRICO,ORIGINAL_NO_ESTRATIFICADO,sabes que el carro no arranca solo hace un click click al girar la llave al andar,COTIDIANO,NO_REPORTA,sabes que el carro no arranca solo hace un click click al girar la llave al andar,NO_REPORTA,ELECTRICO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,62,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0064,G-ORIG-0031,Bateria descargada o bornes sulfatados,ELECTRICO,ORIGINAL_NO_ESTRATIFICADO,sabes que el carro no arranca solo hace un click click al girar la llave en carabayllo,COTIDIANO,NO_REPORTA,sabes que el carro no arranca solo hace un click click al girar la llave en carabayllo,NO_REPORTA,ELECTRICO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,63,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0065,G-ORIG-0033,Bateria descargada o bornes sulfatados,ELECTRICO,ORIGINAL_NO_ESTRATIFICADO,no prende el auto no da arranque y las luces estan tenues,COTIDIANO,NO_REPORTA,no prende el auto no da arranque y las luces estan tenues,NO_REPORTA,ELECTRICO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,64,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0066,G-ORIG-0034,Bateria descargada o bornes sulfatados,ELECTRICO,ORIGINAL_NO_ESTRATIFICADO,mi carro presenta no prende el auto no da arranque y las luces estan tenues al andar,COTIDIANO,NO_REPORTA,mi carro presenta no prende el auto no da arranque y las luces estan tenues al andar,NO_REPORTA,ELECTRICO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,65,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0067,G-ORIG-0035,Bateria descargada o bornes sulfatados,ELECTRICO,ORIGINAL_NO_ESTRATIFICADO,buenas tardes maestro no prende el auto no da arranque y las luces estan tenues en la pista,COTIDIANO,NO_REPORTA,buenas tardes maestro no prende el auto no da arranque y las luces estan tenues en la pista,NO_REPORTA,ELECTRICO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,66,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
ORIG-0068,G-ORIG-0033,Bateria descargada o bornes sulfatados,ELECTRICO,ORIGINAL_NO_ESTRATIFICADO,sabes que no prende el auto no da arranque y las luces estan tenues ultimamente,COTIDIANO,NO_REPORTA,sabes que no prende el auto no da arranque y las luces estan tenues ultimamente,NO_REPORTA,ELECTRICO_002,NO,NO,,ORIGINAL,TRAIN_CANONICO_ORIGINAL,dataset_sintomas_limpio.csv,67,ORIGINAL,ORIGINAL_NO_ESTRATIFICADO,ORIGINAL
