id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L08-0146,G45-L3-01,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_CHASIS,L3,Diagnóstico de cremallera de dirección hidráulica en banco de presión: manómetro colocado en la línea de alta presión acusa caída de presión de trabajo de 105 bar nominales a 32 bar al solicitar tope de dirección hacia la izquierda. Al retirar los guardapolvos laterales de caucho se comprueba que el cilindro receptor interior almacena 350 ml de fluido hidráulico ATF Dexron III debido al desgaste por labio cuarteado del retén radial de teflón-NBR de 28 mm. La barra cremallera de acero rectificado presenta estrías superficiales de 0.15 mm que aceleran la pérdida.,TECNICO,banco_presion_cremallera_caida_32bar,presion_cae_105_a_32bar_giro_izq|fuelle_lleno_350ml_atf|reten_labio_cuarteado_28mm|estrias_0_15mm,falla_frenos,,NO,SI,Fuga hidraulica o aire en el sistema de frenos,SINTETICO_IA,L3 manómetro registra caída de 105 a 32 bar y 350 ml de ATF en fuelle.
F10-L08-0147,G45-L3-02,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_CHASIS,L3,"Evaluación de dirección electroasistida (EPS) en columna/cremallera con escáner automotriz en vehículo Toyota Yaris: código DTC C1511 almacenado activo referente a sensor de torque de dirección (Torque Sensor 1 / Main Sensor). En flujo de datos en vivo con vehículo en línea recta el sensor registra un voltaje de 3.82 V (especificación central 2.50 V +/- 0.15 V) con un desfase de par de torsión calculado de 4.8 Nm hacia la derecha en reposo, induciendo asistencia involuntaria asimétrica y desconexión de seguridad del relé EPS con testigo de volante ámbar.",TECNICO,scanner_datos_en_vivo_c1511_3_82v,dtc_c1511|sensor_torque_3_82v_vs_2_50v|desfase_par_4_8nm_reposo|desconexion_seguridad_eps,falla_angulo_volante,C1511,NO,SI,Llantas desbalanceadas o desalineadas,SINTETICO_IA,L3 escáner acusa C1511 con sensor de torque a 3.82V desfasado 4.8 Nm.
F10-L08-0161,G46-L1-01,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L1,Se escucha un zumbido grave como un avión bimotor que aumenta con la velocidad del carro.,COTIDIANO,velocidad_creciente,zumbido_grave_tipo_avion_bimotor,,,SI,NO,,SINTETICO_IA,L1 zumbido tipo avión que sube con velocidad.
F10-L08-0162,G46-L1-02,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L1,"Hola, la rueda delantera zumba fuertísimo cuando viajo en la carretera a partir de 60 km/h.",WHATSAPP,carretera_a_partir_60kmh,rueda_delantera_zumba_desde_60kmh,,,SI,NO,,SINTETICO_IA,L1 zumbido de rueda a partir de 60 km/h.
F10-L08-0163,G46-L1-03,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L1,Suena un bramido sordo constante en la llanta derecha cuando voy en línea recta.,COTIDIANO,recta_bramido_sordo,bramido_sordo_constante_llanta_derecha,,,SI,NO,,SINTETICO_IA,L1 bramido constante en rueda derecha.
F10-L08-0164,G46-L1-04,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L1,El zumbido cambia de sonido cuando doblo en las curvas de la carretera.,COTIDIANO,curvas_carretera_cambio_tono,zumbido_cambia_de_sonido_en_curvas,,,SI,NO,,SINTETICO_IA,L1 zumbido cambia en curvas.
F10-L08-0171,G46-L2-01,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L2,Zumbido sordo continuo en rueda delantera izquierda a partir de 60 km/h; al tomar curvas a la derecha el ruido se intensifica fuertemente por transferencia de peso y al doblar a la izquierda disminuye.,COTIDIANO,curva_derecha_intensifica_izquierda_calma,zumbido_delantero_izquierdo_60kmh|intensifica_al_girar_derecha|disminuye_al_girar_izquierda,falla_diferencial,,NO,SI,Rodajes de caja mecanica o diferencial gastados,SINTETICO_IA,L2 zumbido que aumenta al cargar rueda en curva descarta diferencial.
F10-L08-0172,G46-L2-02,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L2,Rodando a 90 km/h en autopista el zumbido de rodadura se mantiene exactamente idéntico al poner punto muerto o pisar el pedal de embrague; no varía con las RPM del motor.,TECNICO,90kmh_neutro_y_embrague_suelto,zumbido_identico_en_neutro_90kmh|no_varia_con_rpm_motor,falla_eje_primario,,NO,SI,Rodajes de transmision manual o eje primario gastados,SINTETICO_IA,L2 zumbido constante en neutro a 90 km/h descarta eje primario.
F10-L08-0186,G46-L3-01,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L3,Análisis acústico con sonómetro integrador de precisión y FFT: en línea recta sobre asfalto liso a 80 km/h el habitáculo registra 78 dBA con pico de resonancia centrado en 385 Hz; al realizar un suave cambio de carril hacia la derecha (transfiriendo carga dinámica hacia el semieje y rueda delantera izquierda) el nivel sonoro asciende inmediatamente a 87 dBA (+9 dBA); al girar suavemente hacia la izquierda (descargando la rueda izquierda) el nivel sonoro decae drásticamente a 61 dBA. Se engranó neutro a 80 km/h con motor en ralentí manteniéndose el patrón sonoro inalterado descartando transmisión.,TECNICO,analisis_acustico_sonometro_fft_385hz,resonancia_385hz_a_80kmh|sube_a_87dba_giro_derecha|cae_a_61dba_giro_izquierda|patron_identico_en_neutro,falla_diferencial,,NO,SI,Rodajes de caja mecanica o diferencial gastados,SINTETICO_IA,L3 sonometría FFT registra 385 Hz con +9 dBA en curva derecha y calma en neutro.
F10-L08-0195,G46-L3-10,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L3,Código de falla ABS DTC C0040 almacenado en memoria del calculador de frenos en rueda delantera derecha: flujo de datos del sensor de velocidad indica lectura oscilante errática a 80 km/h provocada por salto lateral y descentramiento de 0.28 mm en el rodamiento de maza picado que separa intermitentemente el anillo fónico magnético del sensor activo Hall.,TECNICO,dtc_c0040_descentramiento_0_28mm,dtc_c0040|descentramiento_maza_0_28mm|anillo_fonico_se_desalinea|lectura_velocidad_erratica,falla_sensor_abs_puro,C0040,NO,SI,Falla en sensor de velocidad de rueda ABS,SINTETICO_IA,L3 DTC C0040 por holgura de 0.28 mm en maza que desacopla anillo fónico.
