id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L07-0081,G36-L1-01,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L1,Los cambios están durísimos para entrar especialmente en las mañanas frías.,COTIDIANO,manana_fria,cambios_durisimos_en_frio,,,SI,NO,,SINTETICO_IA,L1 dificultad de engrane en frío por lubricante.
F10-L07-0091,G36-L2-01,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,Dificultad severa para engranar primera y segunda marcha con temperatura ambiente de 10°C; tras rodar 20 minutos y calentar la caja los cambios entran con mayor facilidad.,COTIDIANO,temperatura_fria_10c,cambios_duros_frio_10c|suaviza_al_calentar,falla_embrague,,NO,SI,Disco de embrague desgastado o patinando,SINTETICO_IA,L2 viscosidad inadecuada o degradada en frío vs embrague.
F10-L07-0092,G36-L2-02,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L2,Fuga abundante de valvulina por el retén de salida del semieje derecho; la carcasa de la transmisión está empapada y el tapón de nivel acusa 1 litro faltante.,TALLER,inspeccion_elevador,fuga_reten_semieje|1_litro_faltante_valvulina,fuga_aceite_motor,,NO,SI,Rodajes de caja mecanica o diferencial gastados,SINTETICO_IA,L2 fuga por retén con déficit de 1 litro de aceite.
F10-L07-0106,G36-L3-01,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,"En un Volkswagen Gol con 115,000 km la transmisión manual presenta dificultad progresiva para insertar la segunda y tercera marcha con chasquido de rascado metálico. Se procedió a retirar el tapón de drenaje magnético de la caja: salieron solo 450 ml de lubricante espeso y ennegrecido (capacidad nominal 2.0 litros de SAE 75W-90). El análisis del residuo en el imán evidenció 8 gramos de pasta metálica con esquirlas de bronce provenientes de los anillos sincronizadores y partículas ferrosas. Se constató fuga continua a través del retén del selector de marchas superior que goteaba sobre el túnel de escape.",TECNICO,drenaje_metrologia_450ml_limalla,drenaje_450ml_vs_2_0l|8g_pasta_metalica_bronce|esquirlas_sincronizadores|fuga_reten_selector,falla_rodajes_diferencial,,NO,SI,Rodajes de caja mecanica o diferencial gastados,SINTETICO_IA,L3 drenaje de solo 450 ml con 8g de limalla y fuga en selector.
F10-L07-0107,G36-L3-02,Falta o degradacion de aceite de caja de cambios,TRANSMISION,L3,Conductor reporta zumbido agudo en la transmisión en todas las velocidades que aumenta en proporción directa a las RPM y a la velocidad del auto. Se midió la temperatura de la carcasa de la caja con termómetro infrarrojo alcanzando 118°C tras 30 minutos de autopista a 100 km/h (temperatura normal de régimen 65°C a 75°C). Al introducir sonda por el orificio de llenado el nivel de aceite se encuentra 42 mm por debajo de la cota inferior debido a pérdida inadvertida por el fuelle del palier izquierdo rajado.,TALLER,medicion_termica_carcasa_118c,temperatura_caja_118c_vs_70c|nivel_42mm_bajo_cota|fuelle_palier_rajado|zumbido_todas_marchas,falla_rodamiento_rueda,,NO,SI,Rodajes de caja mecanica o diferencial gastados,SINTETICO_IA,L3 temperatura anormal de 118°C y nivel a -42 mm por fuelle roto.
F10-L07-0121,G37-L1-01,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L1,La transmisión zumba como una turbina cada vez que acelero en pista.,COTIDIANO,aceleracion_pista,zumbido_turbina_al_acelerar,,,SI,NO,,SINTETICO_IA,L1 zumbido de transmisión bajo carga.
F10-L07-0131,G37-L2-01,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,Aullido agudo en la transmisión entre 70 y 90 km/h al pisar el acelerador; al soltar el pedal y rodar en neutro a 80 km/h el aullido desaparece por completo.,COTIDIANO,aceleracion_vs_neutro_80kmh,aullido_al_acelerar_70_90|desaparece_en_neutro,rodamiento_rueda_zumbido,,NO,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SINTETICO_IA,L2 ruido exclusivo bajo carga descarta rodaje de rueda.
F10-L07-0132,G37-L2-02,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,Zumbido constante en el diferencial delantero que no cambia de tono al girar en curvas pronunciadas a izquierda o derecha; rodamientos de maza de rueda sin holgura.,TALLER,curvas_izquierda_derecha,zumbido_no_cambia_en_curvas|rodamientos_maza_ok,falla_rodamiento_maza,,NO,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SINTETICO_IA,L2 ruido invariable al apoyar peso en curva descarta maza.
F10-L07-0135,G37-L2-05,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L2,Ruido áspero de rozamiento en rodamientos cónicos del piñón de ataque; el zumbido cambia drásticamente de tonalidad entre tracción y retención de motor.,TECNICO,prueba_traccion_retencion,zumbido_cambia_traccion_a_retencion|rodamientos_pinon_ataque,falla_eje_primario,,NO,SI,Rodajes de transmision manual o eje primario gastados,SINTETICO_IA,L2 cambio de tono tracción vs retención delata piñón de ataque.
F10-L07-0146,G37-L3-01,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,"En un Toyota Corolla con caja mecánica de 5 velocidades se presenta un zumbido continuo que inicia a los 50 km/h y se vuelve ensordecedor a 90 km/h. Con el auto en el elevador y las ruedas motrices rodando a 80 km/h se utilizó estetoscopio electrónico de chasis: el canal del rodamiento de maza izquierda marca 28 dB, el de maza derecha marca 30 dB, pero el sensor montado directamente sobre el apoyo del rodamiento cónico de la corona del diferencial registra 84 dB con picos armónicos. Se desmontó el diferencial encontrándose la pista exterior del rodamiento lateral izquierdo con descascarillado severo (spalling) de 15 mm de extensión.",TECNICO,estetoscopio_chasis_84db_vs_30db,estetoscopio_84db_diferencial_vs_30db_ruedas|spalling_15mm_pista_exterior|zumbido_90kmh,rodamiento_rueda,,NO,SI,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SINTETICO_IA,L3 estetoscopio registra 84 dB en diferencial vs 30 dB en ruedas descartando maza.
F10-L07-0147,G37-L3-02,Rodajes de caja mecanica o diferencial gastados,TRANSMISION,L3,"Camioneta Nissan Frontier presenta aullido de alta frecuencia en transmisión bajo carga de aceleración entre 60 y 100 km/h en 4ta y 5ta marcha. Al soltar inmediatamente el pedal del acelerador a 90 km/h el aullido desaparece al 100% de forma instantánea. Se montó reloj comparador en la brida del piñón de ataque registrándose juego axial de 0.38 mm (especificación máxima 0.03 mm) debido al colapso del casquillo deformable de precarga, provocando que el piñón se desplace longitudinalmente al recibir par del motor.",TALLER,reloj_comparador_brida_pinon_0_38mm,aullido_al_acelerar_desaparece_al_soltar|juego_axial_0_38mm_pinon|casquillo_deformable_colapsado,rodajes_eje_primario,,NO,SI,Rodajes de transmision manual o eje primario gastados,SINTETICO_IA,L3 juego axial de 0.38 mm en piñón de ataque y silencio al soltar acelerador.
F10-L07-0161,G38-L1-01,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,Aparece un mensaje en la pantalla de temperatura de transmisión alta.,COTIDIANO,trafico_denso,mensaje_temperatura_transmision_alta,,,SI,NO,,SINTETICO_IA,L1 aviso térmico en transmisión automática.
F10-L07-0162,G38-L1-02,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,"Hola, la caja automática da tirones muy secos al pasar los cambios.",WHATSAPP,marcha_urbana,tirones_secos_cambios_automaticos,,,SI,NO,,SINTETICO_IA,L1 tirones en cambios.
F10-L07-0163,G38-L1-03,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L1,El carro se queda sin fuerza en subida y las revoluciones oscilan solas.,COTIDIANO,subida,falta_fuerza_subida|rpm_oscilan,,,SI,NO,,SINTETICO_IA,L1 oscilación de relación de transmisión.
F10-L07-0171,G38-L2-01,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,En transmisión CVT de Nissan Sentra salta aviso de sobrecalentamiento de fluido tras 30 minutos de subida en carretera; el auto se limita a 50 km/h en modo seguro.,COTIDIANO,subida_prolongada_cvt,aviso_sobrecalentamiento_cvt|modo_seguro_50kmh,falla_motor_calor,,NO,SI,Falta o degradacion de aceite de caja de cambios,SINTETICO_IA,L2 sobrecalentamiento térmico característico en CVT.
F10-L07-0172,G38-L2-02,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,Caja DSG de 7 velocidades DQ200 con DTC P17BF; la bomba hidráulica de la mecatrónica trabaja de forma continua por fisura en el soporte del acumulador de presión.,TECNICO,diagnostico_mecatronica_dq200,dtc_p17bf|bomba_mecatronica_continua|fisura_soporte_acumulador,falla_caja_robotizada,P17BF,NO,SI,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),SINTETICO_IA,L2 código P17BF en DSG DQ200 vs caja robotizada mono-embrague.
F10-L07-0186,G38-L3-01,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,"Volkswagen Golf 1.4 TSI con transmisión DSG DQ200 de 7 velocidades presenta pérdida repentina de tracción y mensaje en cuadro 'Error: caja de cambios'. Con escáner ODIS se lee DTC P17BF (Hydraulic Pump Play Protection) y P189C (Function Restriction due to Insufficient Pressure). En línea de datos en vivo la presión hidráulica de la mecatrónica cae de 60 bar a 35 bar en menos de 2 segundos tras apagarse la electrobomba, arrancando la bomba cíclicamente cada 4 segundos. Se desmontó la mecatrónica constatándose fisura circunferencial en la brida roscada de aluminio donde se acopla el acumulador de presión de nitrógeno.",TECNICO,diagnostico_odis_p17bf_mecatronica,dtc_p17bf_p189c|presion_cae_60_a_35bar_en_2s|bomba_activa_cada_4s|fisura_brida_acumulador,falla_caja_robotizada,P17BF,NO,SI,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),SINTETICO_IA,L3 ODIS confirma P17BF y caída de presión por fisura de carcasa mecatrónica DSG.
F10-L07-0190,G38-L3-05,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,"Hola maestro, tengo un Jetta con caja DSG. Cuando manejo en el tráfico de Lima más de media hora el carro empieza a cabecear feo al salir en primera y sale un cartel en el tablero que dice que la caja está caliente y que frene. Si lo dejo enfriar 20 minutos el carro vuelve a andar normal hasta que vuelve a agarrar tráfico.",WHATSAPP,trafico_lima_sobrecalentamiento_dsg,cabeceo_primera_en_trafico|cartel_caja_caliente|normaliza_al_enfriar_20min,falla_soportes_motor,,NO,SI,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),SINTETICO_IA,L3 sobrecalentamiento de embragues en tráfico urbano en caja DSG.
F10-L07-0201,G39-L1-01,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,La caja robotizada se salta a neutro sola cuando me detengo en el semáforo.,COTIDIANO,parada_semaforo,salto_a_neutro_involuntario,,,SI,NO,,SINTETICO_IA,L1 caída espontánea a Neutral en robotizada.
F10-L07-0202,G39-L1-02,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,"Hola, sale un aviso de 'Hacer controlar cambio' y el carro no quiere arrancar.",WHATSAPP,contacto,aviso_controlar_cambio|no_arranca,,,SI,NO,,SINTETICO_IA,L1 mensaje típico de falla en robotizada Fiat.
F10-L07-0203,G39-L1-03,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L1,Al abrir la puerta del conductor no se escucha el zumbido de la bomba de la caja.,COTIDIANO,apertura_puerta,sin_zumbido_bomba_apertura_puerta,,,SI,NO,,SINTETICO_IA,L1 ausencia de precarga electrohidráulica.
F10-L07-0211,G39-L2-01,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L2,En un Fiat Palio con caja Dualogic el cambio cae a Neutral de golpe al detenerse en esquinas; la electrobomba hidráulica del robot no arranca al abrir la puerta del chofer.,COTIDIANO,detencion_esquinas,salto_a_neutro_dualogic|electrobomba_no_arranca_puerta,falla_caja_automatica,,NO,SI,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,SINTETICO_IA,L2 caída a Neutral por electrobomba inactiva en Dualogic.
F10-L07-0212,G39-L2-02,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L2,Volkswagen Gol I-Motion con DTC P0840 referente a sensor de presión hidráulica del grupo robotizado; la presión se desploma de 45 bar a 22 bar en un solo cambio.,TECNICO,diagnostico_i_motion,dtc_p0840|presion_desploma_45_a_22bar|grupo_robotizado_imotion,falla_dsg,P0840,NO,SI,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,SINTETICO_IA,L2 despresurización de acumulador en VW I-Motion vs DSG.
F10-L07-0226,G39-L3-01,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L3,"En un Fiat Grand Siena 1.6 con transmisión robotizada Dualogic Plus se activa alarma sonora continua con mensaje en pantalla 'Hacer controlar cambio' al quedar en ralentí en semáforos, pasando la caja espontáneamente a Neutral (N). Con escáner se lee DTC P0845 (Transmission Fluid Pressure Sensor) y P1773 (Hydraulic Circuit Pressure Low). En línea de datos la presión hidráulica decae de 48 bar a 28 bar en apenas 6 segundos sin realizar cambios; al abrir la puerta del chofer la electrobomba arranca durante 18 segundos con sonido forzado. Se comprobó que el acumulador esférico de nitrógeno (pulmón de presión) perdió la precarga de 30 bar y tiene fuga por el diafragma.",TECNICO,diagnostico_dualogic_pulmon_desinflado,dtc_p0845_p1773|presion_cae_48_a_28bar_en_6s|pulmon_nitrogeno_sin_precarga|salto_a_neutro,falla_caja_automatica,P0845,NO,SI,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,SINTETICO_IA,L3 código P0845 y P1773 por pulmón de presión desinflado en Dualogic.
F10-L07-0227,G39-L3-02,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L3,Volkswagen Fox 1.6 con caja robotizada I-Motion presenta trepidación violenta y tirones incontrolables al arrancar en primera velocidad tras 20 minutos de marcha. Con el escáner se evaluó el índice de degradación de embrague arrojando valor de 9200 unidades (límite de adaptación 6000 unidades) y la posición del vástago de embrague acusa oscilaciones de +/- 3.5 mm durante la fase de modulación. Se ejecutó el ajuste básico de adaptación del punto de contacto (Kiss Point) con software VCDS pero el procedimiento arroja 'Error 07' debido a que el retén del actuador de embrague rezuma fluido hidráulico contaminando el forro del disco.,TALLER,ajuste_basico_kiss_point_vcds_error07,degradacion_embrague_9200_unidades|ajuste_kiss_point_error07|actuador_rezuma_fluido,falla_disco_patina,,NO,SI,Disco de embrague desgastado o patinando,SINTETICO_IA,L3 ajuste básico Kiss Point falla por contaminación de actuador en I-Motion.
F10-L07-0241,G40-L1-01,Desgaste en collarin de empuje o crapodina de embrague,TRANSMISION,L1,Suena un chillido metálico fuerte cada vez que piso el pedal del embrague.,COTIDIANO,pedal_pisado,chillido_al_pisar_embrague,,,SI,NO,,SINTETICO_IA,L1 ruido exclusivo al pisar embrague.
F10-L07-0251,G40-L2-01,Desgaste en collarin de empuje o crapodina de embrague,TRANSMISION,L2,Chillido agudo de rodamiento seco que aparece exactamente al presionar el pedal de embrague a fondo; al soltar el pedal en punto muerto el motor queda en silencio absoluto.,COTIDIANO,embrague_a_fondo_vs_suelto,chillido_al_pisar_embrague|silencio_al_soltar,rodaje_eje_primario,,NO,SI,Rodajes de transmision manual o eje primario gastados,SINTETICO_IA,L2 ruido al pisar y silencio al soltar descarta eje primario.
F10-L07-0252,G40-L2-02,Desgaste en collarin de empuje o crapodina de embrague,TRANSMISION,L2,Vibración áspera en el pie al pisar el embrague en ralentí; el cojinete de empuje mecánico tiene las bolas picadas y la pista de rodadura sin lubricación.,TALLER,ralenti_pedal_pisado,vibracion_aspera_en_el_pie|cojinete_empuje_sin_lubricacion,falla_plato_opresor,,NO,SI,Disco de embrague desgastado o patinando,SINTETICO_IA,L2 aspereza en pedal por rodamiento de empuje seco.
F10-L07-0266,G40-L3-01,Desgaste en collarin de empuje o crapodina de embrague,TRANSMISION,L3,Toyota Hilux 1GD con transmisión manual de 6 marchas ingresa por ruido estridente en la zona de la campana. En ralentí con vehículo detenido en punto muerto y pedal de embrague suelto el motor opera en silencio a 48 dBA. En el instante exacto en que el conductor apoya el pie en el pedal con 50 N de carga el nivel sonoro se dispara a 82 dBA con un chillido metálico agudo de 3.4 kHz característico de rodamiento seco; al pisar el pedal a fondo el ruido se intensifica y transmite vibración de alta frecuencia a la suela del zapato. Al soltar nuevamente el pedal a neutro el ruido desaparece de inmediato descartando rodamientos de la caja de cambios.,TECNICO,sonometria_diferencial_pedal_suelto_vs_pisado,silencio_48dba_pedal_suelto|chillido_82dba_al_pisar|frecuencia_3_4khz|vibracion_suela,rodajes_eje_primario,,NO,SI,Rodajes de transmision manual o eje primario gastados,SINTETICO_IA,L3 sonometría diferencial: 48 dBA suelto vs 82 dBA pisado confirma collarín vs primario.
F10-L07-0267,G40-L3-02,Desgaste en collarin de empuje o crapodina de embrague,TRANSMISION,L3,"Vehículo presenta fallo de desacoplamiento tras chirrido intenso de dos semanas de evolución. Al desmontar la caja se constató que el cojinete de empuje de embrague se gripó totalmente por desintegración de la jaula de retención de poliamida; al no girar libremente el collarín friccionó de forma continua contra las lengüetas del diafragma de la prensa hasta desgastarlas y cortar 4 dedos de acero, dejando el pedal con carrera muerta y trabando la marcha atrás.",TALLER,desarme_campana_dedos_cortados,cojinete_gripado_jaula_poliamida|friccion_continua_corta_4_dedos_prensa|reversa_trabada,disco_desgastado,,NO,SI,Disco de embrague desgastado o patinando,SINTETICO_IA,L3 collarín gripado corta 4 dedos del diafragma de prensa.
F10-L07-0281,G41-L1-01,Rodajes de transmision manual o eje primario gastados,TRANSMISION,L1,La caja zumba feo en neutro y el ruido se apaga cuando piso el embrague.,COTIDIANO,ralenti_neutro,zumba_en_neutro_apaga_al_pisar_embrague,,,SI,NO,,SINTETICO_IA,L1 patrón canónico de rodamiento de eje primario.
F10-L07-0291,G41-L2-01,Rodajes de transmision manual o eje primario gastados,TRANSMISION,L2,Con el vehículo detenido en ralentí y la palanca en neutro se escucha un zumbido sordo en la transmisión; al pisar el pedal de embrague hasta el fondo el zumbido desaparece por completo tras 1 segundo.,COTIDIANO,parado_neutro_vs_embrague_pisado,zumbido_en_neutro|desaparece_al_pisar_embrague,falla_collarin,,NO,SI,Desgaste en collarin de empuje o crapodina de embrague,SINTETICO_IA,L2 zumbido en neutro que desaparece al pisar descarta collarín.
F10-L07-0292,G41-L2-02,Rodajes de transmision manual o eje primario gastados,TRANSMISION,L2,Ruido de rodamiento picado en la caja de cambios que varía con las RPM del motor al acelerar en punto muerto con el embrague acoplado; al desembragar se hace el silencio.,TALLER,aceleracion_neutro_embragado,ruido_varia_con_rpm_en_neutro|silencio_al_desembragar,rodajes_diferencial,,NO,SI,Rodajes de caja mecanica o diferencial gastados,SINTETICO_IA,L2 ruido con auto detenido descarta diferencial.
F10-L07-0294,G41-L2-04,Rodajes de transmision manual o eje primario gastados,TRANSMISION,L2,"Hola, en carretera zumba en 1ra, 2da, 3ra y 5ta pero en 4ta marcha (directa) el ruido baja muchísimo casi a nada; me dijeron que es el eje primario de la caja.",WHATSAPP,comparativa_marchas_cuarta_directa,zumba_1_2_3_5|silencio_en_cuarta_directa,rodajes_diferencial,,NO,SI,Rodajes de caja mecanica o diferencial gastados,SINTETICO_IA,L2 silenciamiento en 4ta directa confirma eje primario vs diferencial.
F10-L07-0306,G41-L3-01,Rodajes de transmision manual o eje primario gastados,TRANSMISION,L3,"En un Toyota Yaris con transmisión manual de 5 velocidades se manifiesta un ruido áspero de rodadura en neutro con el motor encendido a 750 rpm de ralentí. Al aplicar el pedal de embrague hasta el fondo, tras 1.2 segundos el eje primario se detiene por inercia y el ruido desaparece al 100% dejando el motor en silencio total. Al soltar nuevamente el pedal en neutro el ruido reaparece de inmediato. Con estetoscopio colocado en la carcasa frontal de la caja junto a la campana se miden 76 dB en neutro que caen a 44 dB al desembragar. Se desmontó la caja encontrándose el rodamiento de bolas del eje primario (referencia 6205) con la pista de rodadura picada con desprendimiento de material de 3 mm.",TECNICO,estetoscopio_76db_neutro_vs_44db_pisado,76db_en_neutro_cae_a_44db_al_pisar_embrague|eje_primario_se_detiene_silencio|rodamiento_6205_picado,falla_collarin_empuje,,NO,SI,Desgaste en collarin de empuje o crapodina de embrague,SINTETICO_IA,L3 estetoscopio: 76 dB en neutro cae a 44 dB al pisar confirmando eje primario vs collarín.
F10-L07-0307,G41-L3-02,Rodajes de transmision manual o eje primario gastados,TRANSMISION,L3,"Conductor reporta zumbido en la transmisión que acompaña a las revoluciones del motor en 1ra, 2da, 3ra y 5ta marcha, pero que disminuye drásticamente en 4ta velocidad (marcha directa 1:1 donde el tren secundario no transmite par). Con el auto detenido y la palanca en neutro, el zumbido se escucha claramente con el embrague suelto y desaparece al pisar el pedal. Se midió el juego radial del eje primario con reloj comparador registrándose 0.62 mm de holgura (tolerancia máxima 0.05 mm) por fatiga de bolas en el rodamiento frontal.",TALLER,prueba_cuarta_directa_vs_otras,zumbido_1_2_3_5_cae_en_cuarta_directa|juego_radial_primario_0_62mm|silencio_al_pisar_en_neutro,rodajes_diferencial,,NO,SI,Rodajes de caja mecanica o diferencial gastados,SINTETICO_IA,L3 silenciamiento en 4ta directa y juego de 0.62 mm en primario descarta diferencial.
