case_id,turn,rag_query,titulo_manual,similitud_rag,relevante,observacion
CASE_036,1,presenta funcionamiento irregular / misfire. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),0.4351,SI,Procedimiento indexado recuperado
CASE_039,1,presenta ruido anómalo.,PROCEDIMIENTO: DIAGNÓSTICO DE CORRELACIÓN CIGÜEÑAL Y ÁRBOL DE LEVAS (DTC P0016 / P0017),0.2999,SI,Procedimiento indexado recuperado
CASE_040,1,"al frenar chilla un poco, pero el pedal no se va al fondo ni está esponjoso.",PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),0.3874,SI,Procedimiento indexado recuperado
CASE_041,1,"no bota nada de humo por el escape, pero cascabellea al acelerar en tercera.","PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DE CONSUMO DE ACEITE, ENDOSCOPÍA Y SUSTITUCIÓN DE RETENES DE VÁLVULA",0.3488,SI,Procedimiento indexado recuperado
CASE_042,1,"la batería no está descargada la medí y tiene 12.7v, pero el motor no gira nada.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE",0.6675,SI,Procedimiento indexado recuperado
CASE_043,1,presenta ruido anómalo. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),0.4518,SI,Procedimiento indexado recuperado
CASE_046,1,hace un ruido en la suspensión. todavía no lo he subido al elevador.,"PROCEDIMIENTO: DIAGNÓSTICO DE DESGASTE DE BUJES DE TRAPECIO, BARRAS ESTABILIZADORAS Y AMORTIGUADORES (GOLPETEO EN TROCHA / REBOTE)",0.3918,SI,Procedimiento indexado recuperado
CASE_047,1,presenta motor no arranca.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),0.2257,SI,Procedimiento indexado recuperado
CASE_048,1,no sé si el testigo del motor prendió porque el tablero está opaco.,PROCEDIMIENTO: DIAGNÓSTICO Y REGENERACIÓN DE FILTRO DE PARTÍCULAS DPF / FAP Y SISTEMA DE UREA ADBLUE DEF (DTC P2002 / P20EE),0.5060,SI,Procedimiento indexado recuperado
CASE_050,1,"presenta funcionamiento irregular / misfire. código de escáner P0300, P0301.",PROCEDIMIENTO: CAMBIO DE BUJÍAS DE ENCENDIDO Y DIAGNÓSTICO DE MISFIRE (DTC P0300 / P0301),1.0000,SI,Procedimiento indexado recuperado
CASE_051,1,tengo encendido el check engine con código p0420 eficiencia de catalizador.,PROCEDIMIENTO: DIAGNÓSTICO DE CONTRAPRESIÓN DE ESCAPE Y CATALIZADOR TAPONADO (DTC P0420 / P0430 / AUTO AMARRADO EN PISTA),1.0000,SI,Procedimiento indexado recuperado
CASE_052,1,el motor falla un cilindro y arroja dtc p0201 circuito de inyector abierto.,"PROCEDIMIENTO: COMPROBACIÓN DE CIRCUITO ELÉCTRICO, RESISTENCIA Y PULSO DE INYECTORES DE GASOLINA (DTC P0201 A P0208)",1.0000,SI,Procedimiento indexado recuperado
CASE_053,1,se encendió la luz abs en el tablero y el scanner marca código c0035.,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE VELOCIDAD ABS Y CILINDRO MAESTRO (DTC C0035 / C0221),1.0000,SI,Procedimiento indexado recuperado
CASE_054,1,presenta alto consumo de combustible. código de escáner P0171.,PROCEDIMIENTO: DIAGNÓSTICO DE MEZCLA POBRE / RICA Y ANÁLISIS DE DATOS EN VIVO STFT & LTFT (DTC P0171 / P0172),1.0000,SI,Procedimiento indexado recuperado
CASE_055,1,la temperatura no sube en carretera y marca código p0128 termostato.,PROCEDIMIENTO: DIAGNÓSTICO DE TERMOSTATO Y PURGA ASISTIDA DEL SISTEMA DE REFRIGERACIÓN (DTC P0128 / RECALENTAMIENTO EN SUBIDA),1.0000,SI,Procedimiento indexado recuperado
CASE_056,1,tarda mucho en encender y arroja dtc p0340 sensor de posición del árbol de levas cmp.,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE POSICIÓN DE CIGÜEÑAL CKP Y LEVAS CMP (DTC P0335 / P0340),1.0000,SI,Procedimiento indexado recuperado
CASE_057,1,luz de check encendida con código p0442 fuga pequeña en el sistema evap.,PROCEDIMIENTO: PRUEBA DE ESTANQUEIDAD POR PRESIÓN/HUMO Y CONTROL DE VÁLVULA DE PURGA EVAP (DTC P0440 / P0442 / P0455),1.0000,SI,Procedimiento indexado recuperado
CASE_058,1,"el carro no da nada de motor de arranque al girar la llave, se queda mudo, pero el scanner viejo tenía grabado un código p0420.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE",0.5370,SI,Procedimiento indexado recuperado
CASE_059,1,presenta vibración. al frenar. código de escáner P0130.,PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DEL ALABEO DE DISCOS DE FRENO Y VARIACIÓN DE ESPESOR DTV (VIBRACIÓN EN PEDAL / VOLANTE AL FRENAR),0.4021,SI,Procedimiento indexado recuperado
CASE_060,1,presenta funcionamiento irregular / misfire. código de escáner P0300.,PROCEDIMIENTO: CAMBIO DE BUJÍAS DE ENCENDIDO Y DIAGNÓSTICO DE MISFIRE (DTC P0300 / P0301),1.0000,SI,Procedimiento indexado recuperado
CASE_061,1,"no entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de abs.",PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE VELOCIDAD ABS Y CILINDRO MAESTRO (DTC C0035 / C0221),0.4777,SI,Procedimiento indexado recuperado
CASE_062,1,presenta sobrecalentamiento. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJA PRESIÓN EN RIEL DE COMBUSTIBLE (DTC P0087),0.5888,SI,Procedimiento indexado recuperado
CASE_064,1,en plena subida el motor preignicion o falla de bujias por cascabeleo como si tuviera canicas adentro.,PROCEDIMIENTO: DIAGNOSTICO DE SISTEMA COMMON RAIL DIESEL Y BOMBA DE ALTA PRESION (COMBUSTIBLE_005),0.3837,SI,Procedimiento indexado recuperado
CASE_065,1,presenta ruido anómalo. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),0.4518,SI,Procedimiento indexado recuperado
CASE_067,1,"presenta clic_unico, apagado de motor, chasquido de arranque clac.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE",0.5197,SI,Procedimiento indexado recuperado
CASE_069,1,la batería muere de noche y amanece planchado sin carga.,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",0.4430,SI,Procedimiento indexado recuperado
CASE_070,1,la caja me raspa cuando meto retroceso o primera.,PROCEDIMIENTO: SERVICIO A CAJA DE CAMBIOS MECANICA Y RODAJES DE DIFERENCIAL (TRANSMISION_002 / TRANSMISION_003),0.2975,SI,Procedimiento indexado recuperado
CASE_071,4,presenta funcionamiento irregular / misfire. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),0.4351,SI,Procedimiento indexado recuperado
CASE_071,5,presenta funcionamiento irregular / misfire. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),0.4351,SI,Procedimiento indexado recuperado
CASE_072,3,Corolla. presenta anomalía en frenos.,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),0.2873,SI,Procedimiento indexado recuperado
CASE_072,4,Corolla. presenta anomalía en frenos.,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),0.2873,SI,Procedimiento indexado recuperado
CASE_073,2,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),0.4844,SI,Procedimiento indexado recuperado
CASE_073,3,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),0.4844,SI,Procedimiento indexado recuperado
CASE_073,4,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),0.4844,SI,Procedimiento indexado recuperado
CASE_074,3,pedal suelto,PROCEDIMIENTO: DIAGNÓSTICO ACÚSTICO DIFERENCIAL Y SUSTITUCIÓN DE COLLARÍN DE EMPUJE O CRAPODINA HIDRÁULICA DE EMBRAGUE,0.7755,SI,Procedimiento indexado recuperado
CASE_075,2,ola luz de bateria roja,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),0.4946,SI,Procedimiento indexado recuperado
CASE_075,3,ola luz de bateria roja se apago el radio,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),0.5703,SI,Procedimiento indexado recuperado
CASE_076,1,suena trac trac,PROCEDIMIENTO: MEDICIÓN DE ALABEO CON RELOJ COMPARADOR Y REEMPLAZO DE RODAMIENTO DE MAZA DE RUEDA,0.2751,SI,Procedimiento indexado recuperado
CASE_076,2,suena trac trac al doblar todo,PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),0.2418,SI,Procedimiento indexado recuperado
CASE_076,3,suena trac trac al doblar todo lado chofer,PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),0.2362,SI,Procedimiento indexado recuperado
CASE_077,2,por el radiador,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE EMPAQUE DE CULATA (HUMO BLANCO / SOBRECALENTAMIENTO / DTC P0217),0.4089,SI,Procedimiento indexado recuperado
CASE_077,3,por el radiador sube la aguja,PROCEDIMIENTO: DIAGNÓSTICO DE TERMOSTATO Y PURGA ASISTIDA DEL SISTEMA DE REFRIGERACIÓN (DTC P0128 / RECALENTAMIENTO EN SUBIDA),0.5175,SI,Procedimiento indexado recuperado
CASE_078,1,presenta motor no arranca.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),0.2257,SI,Procedimiento indexado recuperado
CASE_078,2,presenta motor no arranca.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),0.2257,SI,Procedimiento indexado recuperado
CASE_078,3,presenta motor no arranca.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),0.2257,SI,Procedimiento indexado recuperado
CASE_079,1,mi carro no aranca de ninguna manera,"PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE",0.2689,SI,Procedimiento indexado recuperado
CASE_081,1,ase un ruido de fierro con fierro al frenar,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),0.3704,SI,Procedimiento indexado recuperado
CASE_082,1,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),0.4844,SI,Procedimiento indexado recuperado
CASE_083,1,la bateria se deskarga solita en la noche,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",0.5425,SI,Procedimiento indexado recuperado
CASE_084,1,presenta vibración. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),0.4210,SI,Procedimiento indexado recuperado
CASE_084,2,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),0.4844,SI,Procedimiento indexado recuperado
CASE_085,1,las pastillas de freno están gastadas chillan,PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),0.3683,SI,Procedimiento indexado recuperado
CASE_086,1,se recalienta en tráfico,PROCEDIMIENTO: DIAGNÓSTICO DE TERMOSTATO Y PURGA ASISTIDA DEL SISTEMA DE REFRIGERACIÓN (DTC P0128 / RECALENTAMIENTO EN SUBIDA),0.4933,SI,Procedimiento indexado recuperado
CASE_087,1,la ventana no baja,"PROCEDIMIENTO: REPARACIÓN Y REEMPLAZO DE MOTOR ELEVALUNAS ELÉCTRICO, GUAYA Y ALZACRISTALES (LUNA O VIDRIO DE PUERTA TRABADO)",1.0000,SI,Procedimiento indexado recuperado
CASE_088,1,presenta chasquido de arranque clac. al doblar la dirección.,PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),0.3347,SI,Procedimiento indexado recuperado
CASE_088,2,aparte de eso tengo una fuga de aceite negra en el piso del motor,"PROCEDIMIENTO: DIAGNÓSTICO DE TURBOCOMPRESOR, VÁLVULA WASTEGATE Y PRESIÓN DE SOBREALIMENTACIÓN BOOST (DTC P0299 / P0234)",0.4120,SI,Procedimiento indexado recuperado
CASE_089,1,presenta motor no arranca.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),0.2257,SI,Procedimiento indexado recuperado
CASE_089,2,nuevo problema: me quedé sin frenos el pedal se va al fondo,PROCEDIMIENTO: DIAGNÓSTICO DEL SISTEMA DE FRENADO REGENERATIVO Y SERVOFRENO ELECTROHIDRÁULICO (EV / HÍBRIDOS),0.2766,SI,Procedimiento indexado recuperado
CASE_090,2,otra falla: sale vapor blanco consume refrigerante posible empaque de culata,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE EMPAQUE DE CULATA (HUMO BLANCO / SOBRECALENTAMIENTO / DTC P0217),0.6058,SI,Procedimiento indexado recuperado
CASE_091,1,las llantas vibran a 100,PROCEDIMIENTO: BALANCEO DINÁMICO DE RUEDAS EN EQUILIBRADORA Y ALINEACIÓN LÁSER DE DIRECCIÓN (VIBRACIÓN A VELOCIDAD DE CRUCERO / JALONEO LATERAL),0.3490,SI,Procedimiento indexado recuperado
CASE_091,2,"presenta chasquido de arranque clac, motor no arranca. en carretera a velocidad.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE",0.6045,SI,Procedimiento indexado recuperado
CASE_092,1,chevrolet sail 2018,PROCEDIMIENTO: DIAGNOSTICO Y REPARACION DE CIERRE CENTRALIZADO Y ACTUADOR ELECTRICO DE PUERTA (CARROCERIA_001),0.3339,SI,Procedimiento indexado recuperado
CASE_092,3,Chevrolet Sail año 2018. presenta pérdida de potencia.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),0.4734,SI,Procedimiento indexado recuperado
CASE_092,4,Chevrolet Sail año 2018. presenta pérdida de potencia. con A/C encendido.,PROCEDIMIENTO: DIAGNOSTICO DE SISTEMA COMMON RAIL DIESEL Y BOMBA DE ALTA PRESION (COMBUSTIBLE_005),0.4164,SI,Procedimiento indexado recuperado
CASE_093,1,presenta aire acondicionado no enfría / sale aire caliente. deja de enfriar detenido en semáforo.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),0.3561,SI,Procedimiento indexado recuperado
