caso_id,fecha,tipo_registro,estado,origen,vehiculo,sintoma,descripcion_sintoma,sistema_afectado_probable,prediccion_carbot,confianza_carbot,diagnostico_confirmado,prediccion_correcta,cantidad_campos_completos,campos_completos,tiempo_diagnostico_minutos,conversacion_id,diagnostico_id,nivel_evidencia,observacion
DIAG-a3dc3a1c,2026-08-09,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,holi si mira cada que acelero a fonfo escucho que el moto ruena raro como si fuera a desarmarse,holi si mira cada que acelero a fonfo escucho que el moto ruena raro como si fuera a desarmarse,MOTOR,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),0.2633,NULL,NULL,3,0,NULL,16db44d0-3942-497b-a869-a4a451df48f6,a3dc3a1c-edce-459b-8169-597d93bd29ec,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-f2b1074f,2026-08-09,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,Holaa,holaa,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,16db44d0-3942-497b-a869-a4a451df48f6,f2b1074f-7c44-4041-aea3-63b75db2bf81,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-b44a380f,2026-08-09,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,Hola,hola,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,16db44d0-3942-497b-a869-a4a451df48f6,b44a380f-39af-4ea0-9d76-ec1d71793561,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-9defd9de,2026-08-09,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,Hola,hola,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,16db44d0-3942-497b-a869-a4a451df48f6,9defd9de-f5b4-4568-a2e1-07bff6e449f0,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-e0e51880,2026-08-09,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,HOLAA,holaa,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,16db44d0-3942-497b-a869-a4a451df48f6,e0e51880-e4cb-4a7d-b79f-879d7d6b6fb4,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-e861932c,2026-08-09,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,HOLAAA,holaaa,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,16db44d0-3942-497b-a869-a4a451df48f6,e861932c-b27a-4061-9415-520a91bb91e4,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-1798b47f,2026-08-09,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,HOLAA,holaa,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,16db44d0-3942-497b-a869-a4a451df48f6,1798b47f-c90e-45a0-ae58-ce948bd522bc,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-5d575c4f,2026-08-09,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,Hola,hola,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,16db44d0-3942-497b-a869-a4a451df48f6,5d575c4f-deee-4fd3-bd75-9c4e3fa23e2c,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-3f522ec9,2026-08-10,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,holaa,holaa,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,edebde2c-156f-49d3-aaf4-8b84ed71bf6d,3f522ec9-3f37-437d-9d2c-f372b055a273,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-18930675,2026-08-10,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,holaa,holaa,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,16db44d0-3942-497b-a869-a4a451df48f6,18930675-2583-4763-b6e0-ef61a3b0718d,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-8e10dedb,2026-08-15,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,mira mi auto peirde fuerzza al subir suvidas altas,mira mi auto peirde fuerzza al subir suvidas altas,MOTOR,Falla en termostato o motoventilador de radiador,0.4057,NULL,NULL,3,0,NULL,47e13fea-4f18-466d-90f5-7c184968e25a,8e10dedb-42e0-4c15-8e59-38ffdfeec702,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-1de88fa0,2026-08-15,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,mira mi auto peirde fuerzza al subir suvidas altas pero creo que es por que es gnv,mira mi auto peirde fuerzza al subir suvidas altas pero creo que es por que es gnv,MOTOR,Falla en termostato o motoventilador de radiador,0.4323,NULL,NULL,3,0,NULL,47e13fea-4f18-466d-90f5-7c184968e25a,1de88fa0-2ff7-488e-8f1d-30dd4b66cc98,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-a46a83ea,2026-08-16,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,Suzuki Apv,que potencia debe tener los focos led para una suzuki apv en el código h4,que potencia debe tener los focos led para una suzuki apv en el código h4,MOTOR,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),0.2038,NULL,NULL,4,0,NULL,6f6b6212-764d-4303-b5cd-b2192ab0b378,a46a83ea-d100-4158-9407-6b16625ec8cb,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-56b1e4d0,2026-08-16,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,cuánto de kilometraje debe recorrer mi auto para poder instalar el gas gnv,cuánto de kilometraje debe recorrer mi auto para poder instalar el gas gnv,TRANSMISION,Falla en bombin o bomba hidraulica de embrague,0.1343,NULL,NULL,3,0,NULL,6f6b6212-764d-4303-b5cd-b2192ab0b378,56b1e4d0-781f-49b0-882b-46650f59adf3,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-569ce11c,2026-08-16,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,que porcentaje de refrigerante debe de usar mi auto si ya tiene más de 100 km de recorrido,que porcentaje de refrigerante debe de usar mi auto si ya tiene más de 100 km de recorrido,MOTOR,Fuga en mangueras de refrigerante o radiador picado,0.3972,NULL,NULL,3,0,NULL,6f6b6212-764d-4303-b5cd-b2192ab0b378,569ce11c-4cb4-489d-a0e9-4d7eb62fc243,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-a2890065,2026-08-16,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,se puede arrancar el carro directo a gas si tiene un equipo de 5ta generación,se puede arrancar el carro directo a gas si tiene un equipo de 5ta generación,MOTOR,Falla en termostato o motoventilador de radiador,0.533,NULL,NULL,3,0,NULL,6f6b6212-764d-4303-b5cd-b2192ab0b378,a2890065-88f9-47c8-b410-1250db02b3d0,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-f614443a,2026-08-16,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,hoolaa,hoolaa,MOTOR,Consulta Ambigua / Datos Faltantes,0.0,NULL,NULL,3,0,NULL,47e13fea-4f18-466d-90f5-7c184968e25a,f614443a-f5a1-43f1-96b2-e45e323acfaf,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-6d44a708,2026-08-16,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,hola necesito ayuda con un problema en mi vehiculo,hola necesito ayuda con un problema en mi vehiculo,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,47e13fea-4f18-466d-90f5-7c184968e25a,6d44a708-3ee0-403f-85c3-d70aa31b1a94,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-adf3a01b,2026-08-21,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,holaa,holaa,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,a8ed8f1b-890e-4546-9096-80128c0433ed,adf3a01b-a6f6-4db4-8ea7-38d00c14a4dc,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-a57bc533,2026-08-21,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,[Nota de Audio],NULL,MOTOR,Audio pendiente de transcripción,0.0,NULL,NULL,3,0,NULL,a8ed8f1b-890e-4546-9096-80128c0433ed,a57bc533-aa68-499a-9e58-9e98518f210e,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-ceb16f7a,2026-08-21,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,"mira, que tengo problema con el, con mi auto, donde básicamente me indican que al avanzar o girar a la derecha el timón, este, suena, suena feo, ¿no? y cuando regresa, este, suena normal, pero cuando gira a la derecha, suena un chillido feo.","mira, que tengo problema con el, con mi auto, donde básicamente me indican que al avanzar o girar a la derecha el timón, este, suena, suena feo, ¿no? y cuando regresa, este, suena normal, pero cuando gira a la derecha, suena un chillido feo.",SUSPENSION_CHASIS,Llantas desbalanceadas o desalineadas,0.32,NULL,NULL,3,0,NULL,a8ed8f1b-890e-4546-9096-80128c0433ed,ceb16f7a-d257-450e-a3c5-53840d999002,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-30c2f10f,2026-08-23,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,holaaa,holaaa,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,ab245c81-1531-4d01-af61-8fbf748f7008,30c2f10f-3358-4e9a-906e-8298698ba090,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-a69bd42c,2026-08-23,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,Hoaaa,hoaaa,MOTOR,Consulta Ambigua / Datos Faltantes,0.0,NULL,NULL,3,0,NULL,ab245c81-1531-4d01-af61-8fbf748f7008,a69bd42c-b03a-4bdf-952b-da411fa546ed,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-71efefc4,2026-08-31,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,Holaaa,holaaa,MOTOR,Consulta General / Saludo,1.0,NULL,NULL,3,0,NULL,76b045a7-a3d4-43ab-859a-83ced9658af8,71efefc4-402a-416c-8e86-550f12cb2fd2,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-1f0bbc04,2026-09-01,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,"amigo, disculpa, para calibrar el gnb. hola, quiero calibrar mi gnb, disculpa. lo que pasa es que cuando empieza a correr a velocidad eh se vuelve chancho el carro. se chanchea. sí. ya. es que no te podría jugar","amigo, disculpa, para calibrar el gnb. hola, quiero calibrar mi gnb, disculpa. lo que pasa es que cuando empieza a correr a velocidad eh se vuelve chancho el carro. se chanchea. sí. ya. es que no te podría jugar",MOTOR,Cuerpo de aceleracion o valvula IAC sucia,0.2113,NULL,NULL,3,0,NULL,76b045a7-a3d4-43ab-859a-83ced9658af8,1f0bbc04-8380-48bc-a567-2c73d034e1c7,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-2a787422,2026-09-01,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,Entonces que error tiene,entonces que error tiene,MOTOR,Consulta Ambigua / Datos Faltantes,0.0,NULL,NULL,3,0,NULL,76b045a7-a3d4-43ab-859a-83ced9658af8,2a787422-abc7-4d3b-bf00-47272b6e6742,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-b7d80187,2026-09-01,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,entonces que error tiene disculpa. lo que pasa es que cuando empieza a correr a velocidad eh se vuelve chancho el carro. se chanchea.,entonces que error tiene disculpa. lo que pasa es que cuando empieza a correr a velocidad eh se vuelve chancho el carro. se chanchea.,MOTOR,Cuerpo de aceleracion o valvula IAC sucia,0.1781,NULL,NULL,3,0,NULL,76b045a7-a3d4-43ab-859a-83ced9658af8,b7d80187-61f3-4d30-9af2-5e1db395be94,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-c8e70a30,2026-09-01,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,disculpa. lo que pasa es que cuando empieza a correr a velocidad eh pierde potencia y presenta tirones al acelerar el carro. pierde potencia y presenta tirones al acelerar.,disculpa. lo que pasa es que cuando empieza a correr a velocidad eh pierde potencia y presenta tirones al acelerar el carro. pierde potencia y presenta tirones al acelerar.,MOTOR,Pendiente de comparar el modo de combustible,0.0,NULL,NULL,3,0,NULL,76b045a7-a3d4-43ab-859a-83ced9658af8,c8e70a30-be7c-4cd9-8e4f-2c09132f8b46,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-20590c2b,2026-09-01,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,disculpa. lo que pasa es que cuando empieza a correr a velocidad eh pierde potencia y presenta tirones al acelerar el carro. pierde potencia y presenta tirones al acelerar.,disculpa. lo que pasa es que cuando empieza a correr a velocidad eh pierde potencia y presenta tirones al acelerar el carro. pierde potencia y presenta tirones al acelerar.,MOTOR,Pendiente de comparar el modo de combustible,0.0,NULL,NULL,3,0,NULL,76b045a7-a3d4-43ab-859a-83ced9658af8,20590c2b-c419-4013-a631-5cce3f0f9e45,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-0c555b60,2026-09-01,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,disculpa. lo que pasa es que cuando empieza a correr a velocidad eh pierde potencia y presenta tirones al acelerar el carro. pierde potencia y presenta tirones al acelerar. Combustible confirmado: GNV. La falla ocurre solo usando GNV; en gasolina funciona bien.,disculpa. lo que pasa es que cuando empieza a correr a velocidad eh pierde potencia y presenta tirones al acelerar el carro. pierde potencia y presenta tirones al acelerar. combustible confirmado: gnv. la falla ocurre solo usando gnv; en gasolina funciona bien.,MOTOR,"Sistema GNV/GLP: diferenciar calibración, presión, filtros e inyectores",0.2086,NULL,NULL,3,0,NULL,76b045a7-a3d4-43ab-859a-83ced9658af8,0c555b60-5897-4f63-b196-0bc2aa4a8641,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-495bc7cc,2026-09-02,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,ESTA BIEN,esta bien,MOTOR,Consulta Ambigua / Datos Faltantes,0.0,NULL,NULL,3,0,NULL,42f21610-1616-4e9e-939b-0d94d616714c,495bc7cc-eafb-44c9-a9cd-2f21d26d7b27,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-d8e31b5a,2026-09-02,DEVELOPMENT,descartado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,mira el cliente me indica que tiene vibracion al manejar a cierta velocidad,mira el cliente me indica que tiene vibracion al manejar a cierta velocidad,TRANSMISION,Rodajes de caja mecanica o diferencial gastados,0.1587,Consumo excesivo de gasolina / Inyectores,0,3,0,NULL,42f21610-1616-4e9e-939b-0d94d616714c,d8e31b5a-7f1b-4133-adfb-5ea8de00538b,NIVEL_A_VALIDABLE,Descarte por mecánico con falla real identificada: Consumo excesivo de gasolina / Inyectores
DIAG-69df9c72,2026-09-02,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,tengo consumo excesivo de gasolina,tengo consumo excesivo de gasolina,MOTOR,Falla en sensor de oxigeno o mezcla rica,0.547,NULL,NULL,3,0,NULL,42f21610-1616-4e9e-939b-0d94d616714c,69df9c72-f449-4283-bc2b-038f14563ce9,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-c9996cd2,2026-09-03,DEVELOPMENT,confirmado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,falla de caja,falla de caja,TRANSMISION,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),0.2929,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),1,3,0,NULL,71dadc3a-37e2-41c7-9c0f-de6eaa0d2f5e,c9996cd2-fe44-4fe2-921f-e2a7d81c1bdc,NIVEL_A_VALIDABLE,Validación física confirmada por mecánico en taller
DIAG-f1c7bdbd,2026-09-10,DEVELOPMENT,generado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,"holl el vehículo está acelerando mal. desde que se encendió el check engine, el vehículo perdió fuerza, ya no acelera como antes, no tiene la misma potencia y nos comenta que ha comenzado a consumir un poco más de combustible. vamos a pasarle el scanner para ver qué código o qué falla es lo que tiene, ¿no? este es el puerto obd, vamos a conectarlo vía bluetooth. probamos el modelo hyundai, el acent, el gdi. este es un motor 1.4. ingresamos, seleccionamos el sistema y como vemos aquí, este vehículo ti Combustible confirmado: GLP. La falla ocurre solo usando GLP; en gasolina funciona bien.","holl el vehículo está acelerando mal. desde que se encendió el check engine, el vehículo perdió fuerza, ya no acelera como antes, no tiene la misma potencia y nos comenta que ha comenzado a consumir un poco más de combustible. vamos a pasarle el scanner para ver qué código o qué falla es lo que tiene, ¿no? este es el puerto obd, vamos a conectarlo vía bluetooth. probamos el modelo hyundai, el acent, el gdi. este es un motor 1.4. ingresamos, seleccionamos el sistema y como vemos aquí, este vehícu",MOTOR,"Sistema GNV/GLP: diferenciar calibración, presión, filtros e inyectores",0.3759,NULL,NULL,3,0,NULL,171ef224-6c9c-48c7-ac02-e8f557c9ff26,f1c7bdbd-33db-467f-bf33-342f07d841f0,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-1769c565,2026-09-12,DEVELOPMENT,descartado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,"mire maestro, cuando voy en pista rápida y paso de los 70 u 80 km/h, el timón empieza a vibrar feo, como si se sacudiera en las manos. pero lo raro es que si piso el freno para bajar la velocidad, la vibracion no aumenta ni se siente en el pedal, solo sigue vibrando el volante hasta que voy bien despacio. además, siento que el carro se me va un poquito hacia la derecha si suelto el volante en recta.""","mire maestro, cuando voy en pista rápida y paso de los 70 u 80 km/h, el timón empieza a vibrar feo, como si se sacudiera en las manos. pero lo raro es que si piso el freno para bajar la velocidad, la vibracion no aumenta ni se siente en el pedal, solo sigue vibrando el volante hasta que voy bien despacio. además, siento que el carro se me va un poquito hacia la derecha si suelto el volante en recta.""",SUSPENSION_CHASIS,Llantas desbalanceadas o desalineadas,0.4258,NULL,NULL,3,0,NULL,5c9ab807-e9e9-4de2-945e-cf1487090fb1,1769c565-1bda-49e1-91f6-01898ae8f6a2,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
DIAG-b1e75ed4,2026-09-12,DEVELOPMENT,descartado,POSTGRESQL_DIAGNOSTICOS_REAL,NULL,"bueno nose el modelo desde hace unos días cuando salgo a pista rápida y paso los 60 km/h, empieza a sonar un zumbido grave y sordo adelante, como si estuviera despegando un avión o si tuviera una llanta de tractor puesta. lo raro es que no tiene nada que ver con el motor: si acelero a fondo o si pongo la palanca en neutro rodando en bajada, el zumbido sigue sonando exactamente igual según la velocidad a la que avance el carro. pero fíjese en este detalle: cuando la pista se curva hacia la izquierda el ruido casi des","bueno nose el modelo desde hace unos días cuando salgo a pista rápida y paso los 60 km/h, empieza a sonar un zumbido grave y sordo adelante, como si estuviera despegando un avión o si tuviera una llanta de tractor puesta. lo raro es que no tiene nada que ver con el motor: si acelero a fondo o si pongo la palanca en neutro rodando en bajada, el zumbido sigue sonando exactamente igual según la velocidad a la que avance el carro. pero fíjese en este detalle: cuando la pista se curva hacia la izquie",SUSPENSION_CHASIS,Llantas desbalanceadas o desalineadas,0.3535,NULL,NULL,3,0,NULL,5c9ab807-e9e9-4de2-945e-cf1487090fb1,b1e75ed4-225b-4aec-802f-46195516b991,NIVEL_B_PARCIAL,Consulta técnica en WhatsApp sin confirmación física de taller (SIN_GROUND_TRUTH)
