review_id,text,make,model,model_year,component_reported,candidate_label,content_type,text_quality,label_final,reviewer,review_status,confidence,observations
NHTSA-REV-011,"When driving, especially at highway speeds where only minor tracking [VIN_REDACTED] are needed, the steering wheel can feel like it is momentarily sticking or catching. Having to exert sudden, extra physical effort to ""break"" the wheel free from this sticky point. This often leads to momentary overcorrection, significantly increasing the risk of a crash.",HONDA,CIVIC,2020,STEERING,DIRECCION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-012,"I am reporting a serious steering/suspension safety problem with my 2017 Jeep Compass. After picking the vehicle up from the dealership following repairs/service, the vehicle was significantly more difficult and frightening to control than before. While driving, the Jeep will suddenly veer toward the shoulder/ditch or toward/over the center line even though I have not intentionally moved the steering wheel in that direction. I have to repeatedly correct the steering to keep the vehicle in my lane. The problem becomes worse and more dangerous as speed increases. There are also multiple popping/clunking noises coming from underneath the vehicle. The steering feels unstable and the vehicle does not consistently track in the direction the steering wheel is pointing. This creates a serious risk of losing control, leaving the roadway, or colliding with another vehicle. The dealership has previously diagnosed problems involving the steering/rack and pinion and has had the vehicle multiple times for repairs. After the most recent service, the steering condition became extremely unsafe. I notified the dealership immediately and provided video showing the steering/vehicle movement. The dealership owner responded that I should obtain an attorney and have my attorney contact theirs. The vehicle and affected components are available for inspection. I am requesting that NHTSA document and investigate this steering/suspension safety issue because I believe the vehicle presents a serious risk to the driver, passengers, and other motorists.",JEEP,COMPASS,2017,STEERING,DIRECCION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-013,"My son was driving my truck when the power steering went out and felt like it was locked up. Luckily, he was not near a major road but became stuck on the side of the road. Now being told that this is common with this truck. Told that the entire steering rack now has to be replaced, $4,000.00. This is not right and could have seriously hurt my son or my family.",RAM,1500,2017,STEERING,DIRECCION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-014,While driving and making a left turn the wheels pulled hard to the left and a major grinding noise started and at the same time the steering wheel locked up. I was just shy of crashing into a curb area and sitting in oncoming traffic lane. I pulled on the steering wheel and it broke free but still had a grinding noise and this happens a handful of times. I took to Tesla service and they said the lower steering link was completely hanging free. No advance notice just major failure.,TESLA,MODEL Y,2023,STEERING,DIRECCION,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-015,"We were going to the beach a couple of days ago. While I was driving down the highway the power steering went out. All of a sudden I had no control over the steering. I was fortunate enough that the person on the right side of me was alert enough to recognize that something wrong was happening as I quickly veered into his lane. I was able to slow down enough and fight the wheel for control and get it parked on the medium. If he wouldn't have been alert this could have had some bad results. He pulled over and checked on us. Ensured we had a phone. The truck is available for a inspection. The truck is a 2013 but it has been pampered taken care of. Milage is only 47,510 miles. If the miles of the truck truly [VIN_REDACTED] the age. 13 years old but it's well under 50,000 miles.",RAM,1500,2013,STEERING,DIRECCION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-016,"The steering assist reduced alert popped up on the tesla screen. While attempting to turn into a parking garage, a ""steering assist reduced"" alert suddenly appeared on the tesla screen, and the steering wheel locked up/became extremely heavy and unable to steer left or right. Because the steering assist failed in active traffic at the entrance, the vehicle was temporarily stranded, exposing to oncoming traffic and created an immediate risk. Failed component: electronic power-assisted steering (EPAs) rack and steering gear assembly. The failed component was replaced by Tesla and is not available for personal inspection. Safety risk: The sudden loss of steering ability in active traffic prevented normal maneuvering, forcing the vehicle into a hazardous position where passing vehicles could have collided with it. The issue was confirmed by Tesla Service, who performed a full steering rack [VIN_REDACTED]. The vehicle was inspected and repaired directly by the manufacturer (Tesla Service Center). There were no warning lights or symptoms prior to the incident; the failure and ""steering assist reduced"" error appeared abruptly during the turn.",TESLA,MODEL 3,2020,STEERING,DIRECCION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-017,Bad thermostat causing power steering to go out and lose AC.,GMC,ACADIA,2017,STEERING,DIRECCION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-018,"After driving through a heavy downpour, power steering cut out intermittently. The next day, it became full inoperable. Repair shop initially suggested letting the controls ""dry out"". When that was unsuccessful, the shop suggested taking it to a dealer, stating that the entire rack and pinion assembly needs to be replaced. I took it to a dealer, and they claimed the assembly failed, need to be replaced, and was on a 45-day minimum back order.",RAM,1500,2018,STEERING,DIRECCION,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-019,"The contact owns a 2026 Honda CR-V. The contact stated that while driving 40 MPH, the steering wheel locked up, and significant effort was needed to turn the steering wheel. There were 2 green parallel lines illuminated on the instrument panel above the odometer with the steering wheel warning light illuminated in the far-right corner during the failure. The failure was a recurring failure. The dealer was contacted but was unable to duplicate the failure. The failure mileage was approximately 8,750.",HONDA,CR-V,2026,STEERING,DIRECCION,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-020,Steering wheel makes a clicking noise. the internal steering rack or the cable reel (clock spring) behind the wheel.,HONDA,PILOT,2026,STEERING,DIRECCION,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-021,"I am filing this formal complaint regarding a severe, recurring, and catastrophic electrical and vehicle control system failure in my 2017 Chevrolet Trax. On multiple occasions while driving at highway speeds (70+ mph), the vehicle experienced simultaneous loss of critical safety and control systems—including power steering, traction control, and instrumentation displays—plunging the vehicle into a severe ""limp mode."" This sudden and unpredictable loss of control at high speeds presents an extreme safety hazard to myself, my passengers, and other drivers. CHRONOLOGY OF EVENTS & DEFECT PATTERN 1. Initial Intermittent Failures (Past 12 Months): The traction control light began activating intermittently and randomly without cause. A dealership reset temporarily cleared the issue, but it later returned. 2. Sensor System Failures (Approx. March 2026): All four Tire Pressure Monitoring System (TPMS) sensors began failing sequentially until complete loss of tire pressure telemetry across the dashboard. 3. First Major Highway Power Failure (July 2026): While traveling at [ADDRESS_REDACTED]: Simultaneous loss of Power Steering (requiring extreme manual steering effort at high speeds) and Traction Control. Check Engine Light illuminated. Instrumental cluster failed completely: digital tachometer and speedometer registered 0 RPM and 0 MPH while actively traveling at speed. Upon pulling off the highway, the vehicle entered a limp state, restricting speed to under 10 mph. After shutting off the engine, the vehicle's dashboard screen went entirely black/unresponsive upon re-attempting ignition. After sitting stationary for an extended period, the vehicle restarted, though the Check Engine Light remained illuminated. There is more to this but I ran out of characters to type it all so I'll include it with the files below. Thank you.",CHEVROLET,TRAX,2017,ELECTRICAL SYSTEM,ELECTRICO_ELECTRONICO,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-022,My instrument cluster will dim to a nearly unreadable level at random times during the day. This appears to be a common and documented issue with Land Rover Defenders. I have seen a multitude of forum posts going back several years about this issue. There are no settings in the system that allow me to adjust this or prevent it from happening.,LAND ROVER,DEFENDER,2026,ELECTRICAL SYSTEM,ELECTRICO_ELECTRONICO,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-023,"The exterior door handles on my 2021 Cadillac CT5 have experienced the same intermittent failure. The handles initially work intermittently and then become unable to release the door. The button on the inside of the door handle doesn't respond when pushed and that is the only way to get in the car without rolling the windows down or using the emergency key. I've seen many other forum posts about this so it seems to be a widespread issue across other models with the same electric door opener mechanism. This creates a serious safety concern for me because occupants may be unable to enter the vehicle normally, and emergency responders may be unable to access occupants through the affected doors. This appears to be a systemic defect affecting multiple CT5 vehicles, rather than an isolated component failure.",CADILLAC,CT5,2021,ELECTRICAL SYSTEM,ELECTRICO_ELECTRONICO,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-024,"Odometer Fraud. The contact intended to purchase a 2018 Ram 2500. The contact discovered that there was a mileage discrepancy. The vehicle was a private sale. The advertised mileage was 130,200; however, a Carfax report displayed a mileage rollback, and the ECU listed the mileage at 200,220.",RAM,2500,2018,ELECTRICAL SYSTEM:INSTRUMENT PANEL:SPEEDOMETER/ODOMETER,ELECTRICO_ELECTRONICO,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-025,"On 9/3/26, car completely shut down/went all black while we were parking. Car was towed to shop the next day. On 9/22/26, Ford told us the battery junction box is the issue and there is currently no ETA as the part is on back order because there is a national shortage on this part. Car has been in the shop for 19 days. Car payments and insurance payments are still being made. In the mean time, I am without a car.",FORD,EXPLORER,2021,ELECTRICAL SYSTEM,ELECTRICO_ELECTRONICO,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-026,"My start/stop battery keeps dying , causing my regular battery to die !",JEEP,COMPASS,2020,ELECTRICAL SYSTEM,ELECTRICO_ELECTRONICO,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-027,"The contact owns a 2021 Volvo XC90. The contact stated that while driving at various speeds and depressing the accelerator or the brake pedal, the vehicle hesitated with the check engine warning light illuminated. The dealer was contacted. The vehicle was taken to the dealer to be diagnosed, and it was determined that the electric rear axle drive system had failed and needed to be replaced. The contact stated that the failure occurred each time the vehicle was driven. The manufacturer was notified of the failure and informed the contact to continue driving the vehicle because the vehicle was safe to drive. The failure mileage was approximately 60,000.",VOLVO,XC90,2021,ELECTRICAL SYSTEM:PROPULSION SYSTEM:HYBRID MANAGEMENT:POWER CONTROL UNIT/MODULE (HPCU),ELECTRICO_ELECTRONICO,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-028,"A 2024 Lexus RX 350 H 12 volt battery is discharging leaving owners stranded. AAA must be called to jump the battery. This has happened four times, each when opening car doors to clean the vehicle. From my understanding the battery discharges within 5 minutes leaving the auxiliary system without power and the inability to start the car. Not exactly sure what is causing the battery drain but vehicle becomes unable to move, open doors or move since drive train will not allow any movement. Owners have been stranded four times waiting on help. Dealer unsure of problem but exploring electrical issues, battery issues, software issues or unknown issues.",LEXUS,RX,2024,ELECTRICAL SYSTEM,ELECTRICO_ELECTRONICO,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-029,"The fuel-filler door release/latch on my 2019 Nissan Rogue repeatedly fails to unlock. This problem has occurred intermittently for more than one year. When I stop to refuel, I sometimes have to press the fuel-door release button more than 30 times before the latch finally releases. There are no warning lights or messages before the failure. This could leave me stranded and unable to refuel the vehicle, including during an emergency or in an unsafe location. The vehicle is stationary when the failure occurs. There was no crash, fire, injury, or police report. The issue has not yet been confirmed by a Nissan dealer. The vehicle and failed component are available for inspection upon request.",NISSAN,ROGUE,2019,ELECTRICAL SYSTEM,ELECTRICO_ELECTRONICO,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-030,Vehicle shut off while driving asking to shift into park to restart.,JEEP,WRANGLER,2023,ELECTRICAL SYSTEM,ELECTRICO_ELECTRONICO,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-031,"I own a 2019 Honda CR-V and have repeatedly experienced brake-system warning lights, starting problems, a hard brake pedal and unexpected braking/deceleration. I repeatedly reported these concerns to East Coast Honda, asked them to inspect the brakes, and showed photos/videos of warning lights, but many of my complaints were not documented on my repair orders. While driving, my vehicle unexpectedly braked/[VIN_REDACTED] when there was no vehicle immediately in front of me, causing me to hit a curb. This was in July. On 9/16/26 at 52,113 miles, East Coast Honda finally documented that the electric parking brake warning was going on/off while driving along with the brake-system and battery lights. They found DTC U3003-16, Brake Booster Control Unit Power Circuit Low Voltage, and replaced the electric brake booster. During the same repair, the dealer performed a Honda CMBS software update. Their repair order states that American Honda identified an ADAS/CMBS software condition in which “unexpected vehicle deceleration may occur.” After the brake-booster repair, the vehicle was returned to me. It then would not start and the brake pedal became extremely hard, leaving my young son and me stranded. The dealer documented that the battery FAILED testing and replaced it under warranty again. This is my second battery in less than 2 years. I am concerned that the underlying brake/electrical safety defect has not been resolved. The vehicle is available for inspection. I have repair orders, photos, videos and voicemail evidence documenting these problems.",HONDA,CR-V,2019,SERVICE BRAKES,FRENOS,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-032,"I noticed my car started to lose coolant, I checked my water pump and I saw there was a leak on of the hoses. Once I discovered that I also heard a tapping noise coming from the engine. I took it to my local Audi shop, and they discovered that my pistons were going bad. They told me I qualified for the extended piston skirt warranty for my car. While my car was in the shop they replaced all 6 of my pistons. When they told me my car was ready for pick up I picked up my call, drove it for 20 miles and my car started to make a louder tapping noise from the engine bay. I took it back to the dealership the following day they told me they were going to look into it to figure out the problem. Couple weeks go by and I finally get a phone call saying that they can’t do nothing that my car is making that noise due to “outside influence “ I am frustrated because I just had got the car barley drove it around and they are pointing the finger to as if I had to do something with the noise. They said everything now has to be be paid out of pocket. It has been a frustrating experience. Also when they did the whole brake down one of the techs noticed that the front calibers did not match the OEM calibers. It was smaller than OEM, we called the Audi dealership where I bought it from and they said it was sold as it is. We explained to them how that was a major hazard, but they told us it’s nothing they could do. Whoever did the safety inspection did not do there following job, I am just glad nothing has happened but it is a major concern. I have videos of the tapping noise after picking up my car, but it won’t let me upload to the files.",AUDI,SQ5,2021,SERVICE BRAKES,FRENOS,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-033,"I was backing out of my driveway at 630 am this morning, September 21, 2026 when I heard what sounded like a loud crash. However, if anything had been in my car’s line of vision a beep would go off to alert me and that didn’t happen. I pulled back into my driveway to check if anything had somehow been behind me and then discovered I had no brakes! My driveway goes down a steep incline and I kept trying to apply my brakes to no avail and I crashed into some trees at the bottom of the driveway. I was not hurt and ran back up the driveway to make sure my car had not hit anyone or anything and there was nothing at all at the top of the driveway. I went back down and saw all the damage on my car: Front bumper and hood were smashed in as well as the driver’s side front and the passenger’s side front areas. I called the local police, my dealership where I leased this car, Patrick Motors in Shrewsbury, Ma, Subaru of American and my insurance agency, Liberty Mutual. At this time, I have nothing available to upload. I wanted to alert you to this situation because after I researched what happened to me and my 2024 Subaru Crosstek Wilderness Model this morning, I discovered that something called Reverse Automatic Braking (RAB) has frequently occurred with the Crossteks. I am fortunate that this happened to me in my own driveway and not going down any other street where I could have hit a person or vehicle or gone into a lake because the brakes stop working when RAB occurs!",SUBARU,CROSSTREK,2024,SERVICE BRAKES,FRENOS,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-034,"The contact owns a 2026 Chevrolet Silverado 1500. While driving at an undisclosed speed, several brake warning lights illuminated on the instrument panel. The contact attempted to depress the brake pedal, and the brakes failed to respond as needed. The contact pumped the brake pedal continuously to bring the vehicle to a stop. The vehicle was then driven in LIMP Mode. The vehicle was taken to a dealer and was diagnosed with a brake control module failure, which was caused by an incorrect software version that had crashed the module. The manufacturer was notified of the failure. The failure mileage was 4,300.",CHEVROLET,SILVERADO 1500,2026,SERVICE BRAKES,FRENOS,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-035,"INCIDENT: Pressed brakes but car [VIN_REDACTED]. STORY: I reversed out of a parking spot, turning so I could go to the right in parking lot. Put the car in drive and proceeded driving veering right in the parking lot. I pressed brake within 5 seconds of that but the [VIN_REDACTED] instead, so I released the brake, looked down to double check I wasn't losing my mind and confirmed, I was pushing the break when it [VIN_REDACTED], pressed it again but much lighter this time and it did [VIN_REDACTED] again as I veered to the right where there were no cars parked. I parked, turned off the car and then restarted it. I was not able to recreate the incident but also, no idea why it happened and scary to think what would have happened if I was on the highway or busy road. There were no lights/alerts that showed up when it happened. I plant to take it to dealership to check. And I have read other reports of owners having the same issue with this car.",HYUNDAI,PALISADE,2026,SERVICE BRAKES,FRENOS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-036,"While traveling on [XXX] from [XXX] to [XXX] XXX, I initiated the adaptive cruise control. While engaged, with no other vehicles or other impediments on the roadway in front of me, the emergency braking system engaged and attempted to stop the vehicle. The first time this happened, I pressed the accelerator which disengaged the braking action. Later I reengaged the cruise control and after a few minutes, with no traffic near the vehicle, the same action happened again. I disengaged the adaptive cruise control and drove the vehicle manually with no further problems. I have scheduled an examination of the vehicle with a Hyundai dealer but have read of 25-30 similar issues with no resolution by Hyundai. This is a safety issue that will eventually cause an accident and needs to be resolved.",HYUNDAI,SANTA FE,2023,SERVICE BRAKES,FRENOS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-037,"The contact owns a 2025 Chevrolet Traverse. While driving 5 MPH, the contact attempted to depress the brake pedal, but the vehicle failed to slow down. The message ""Limited Braking - No Assistance Braking"" was displayed. The vehicle was restarted, and the contact continued driving. The vehicle was taken to a dealer and was awaiting a diagnostic test. The contact was advised that the OnStar modules needed to be replaced, but the vehicle was not repaired. The failure mileage was 16,000.",CHEVROLET,TRAVERSE,2025,"SERVICE BRAKES, HYDRAULIC",FRENOS,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-038,"Grinding plus vibration when you turn the wheels slightly and brake hard. Could be a stuck or dragging caliper, uneven pad wear, or a bent dust shield rubbing the rotor. Might be bolts that weren’t tightened right on the brake and suspension parts.",VOLKSWAGEN,ATLAS,2025,SERVICE BRAKES,FRENOS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-039,"The contact owns a 2023 Kia Sportage. The contact stated that while driving 30 MPH, the message ""Brake Carefully"" was displayed. The contact slightly depressed the brake pedal to test the brakes and continued driving; however, the vehicle lost motive power. The vehicle was towed to an independent mechanic, where the contact was informed that the failure was an electrical issue. The vehicle was then towed to a dealer, where it was diagnosed and DTC: P1BB200 was retrieved. The contact was informed that the hybrid braking system had failed and needed to be replaced. The vehicle was repaired. The contact associated the failure with NHTSA Campaign Number: 23V410000 (Service Brakes, Hydraulic). The manufacturer was notified of the failure. The failure mileage was 43,000.",KIA,SPORTAGE HYBRID,2023,"SERVICE BRAKES, HYDRAULIC",FRENOS,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-040,"2022 Lexus NX 350h, VIN [VIN_REDACTED]. On multiple documented occasions since 2022, while backing up, the vehicle's rear camera/backup system has detected an object that was not present and automatically applied the emergency brake, causing a sudden hard stop with no actual obstruction — at least 7 times per dealer records (repair orders dated 8/11/2022 and 7/19/2023, Lexus of Riverside), including once with my child in the vehicle. The dealer was unable to duplicate or repair the condition on either visit. Separately, the vehicle has twice become inoperative and trapped me inside — once in April 2025 near 100°F outside [VIN_REDACTED], and once in November 2025 for over an hour, requiring AAA to replace the battery. I'm concerned this vehicle poses an ongoing safety risk from unpredictable automatic braking and electrical/lock malfunctions.",LEXUS,NX,2022,SERVICE BRAKES,FRENOS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-041,"In 2025 I had my camshaft replaced by Fox Valley VW of [XXX]. They completed work on my camshaft with a misfire notification of cylinders 2, 4 and 6. Most recently, our sedona had a head gasket blow resulting in it needing a full [VIN_REDACTED] of the long block assembly. This was determined by the Kia Service Center of McGraf Kia on [XXX]. My vehicle has the 3.3L Lambda engine in which Kia extended the warranty on the head bolts and head gaskets. (Kia Campaign WTY035 and [XXX]). During our ownership, my husband and I kept up with all regular maintenance; oil changes with the proper oil, measuring our fluid levels, changing brakes etc. Our coolant never needed to be topped off until our engine stalled and died on a regular drive home. Our engines internal [VIN_REDACTED] never increased beyond reasonable/expected levels even in the heat of the summer. Our check engine light came on twice during our ownership, during the initial cam shaft repair and now, the blown gasket. My husband was driving the car home from work, as normal, on Wednesday XXX. He came to a full stop, [VIN_REDACTED] and heard a pop and the vehicle couldn’t accelerate to full speed. He was able to safely make it home, where it promptly died in our drive when he shifted to “Park”. The camshaft repair is important context because it was a warranty job, so it had to be approved by an insurance agent. The agent deemed our vehicle and engine well maintained and approved the warranty coverage. Our vehicle is now sitting at Kia in [XXX] with a $7600 repair that we, the owners, feel was no fault of our own. Please consider the current extended warranties WTY035 and WTY039 as evidence of the history of this issue and I have attached the past and current invoice and quote, including the detailed notes from the mechanics. Thank you for your consideration at this time.",KIA,SEDONA,2019,ENGINE,MOTOR,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-042,Can smell gas fumes after filling gas tank. Had independent shop analyze problem and codes indicated a cracked fuel pump module. This is a serious hazard because fuel can leak onto exhaust or heat shield and cause a fire. GM currently has a Special Coverage Program #17469 for 2014-2017 corvette. My 2019 corvette has the exact same issue and should be covered under Program #17469. My corvette has only 23000 miles.,CHEVROLET,CORVETTE,2019,FUEL/PROPULSION SYSTEM,MOTOR,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-043,9/22/2026- the car idle stop failed to restart at a intersection. 9/23/2026- the car did not start after stopping to get gas. I have not taken it to the dealer yet. Will do it as soon as I get a chance. When the idle stop fails the car shift into parking and only the accessories are on.,HONDA,ODYSSEY,2025,ENGINE,MOTOR,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
