source,source_record_id,license,language,manufacturer,model,year,engine,fuel_type,vehicle_type,dtc,system,component,symptom,cause,diagnostic_procedure,repair_procedure,sensor,pid,unit,value,fault_state,carbot_class_candidate,mapping_confidence,recommended_use,provenance
zenodo_15626055,zenodo_fault_0024,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Cooling System,Radiator Hose,Coolant leak under vehicle | Visible wear/cracks on hoses,Radiator Hose,"Inspect radiator hoses for damage -> [Damaged hoses found, Hoses are in good condition] || Check hose connections for leaks -> [Leaking connections, No leaks detected]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0025,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Cooling System,Water Pump,Engine overheating | Coolant leak near front of engine,Water Pump,"Inspect water pump for leaks -> [Leaking pump, No leaks detected] || Test water pump for proper operation -> [Faulty pump, Pump working correctly]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0026,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Bevel Gears,Whining noise from drivetrain | Difficulty shifting gears,Bevel Gears,"Inspect bevel gears for wear or damage -> [Worn/damaged gears, Gears in good condition] || Check gear oil level and condition -> [Low/dirty gear oil, Sufficient/clean gear oil]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0027,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Center Differential,Vehicle binding on turns | Noise from drivetrain while turning,Center Differential,"Inspect center differential fluid -> [Low/dirty fluid, Clean/sufficient fluid] || Check for excessive play in center differential -> [Excessive play detected, No excessive play]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0028,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Clutch Cable,Clutch pedal feels loose | Difficulty engaging gears,Clutch Cable,"Inspect clutch cable for fraying or stretching -> [Damaged cable, Intact cable] || Adjust clutch cable tension -> [Incorrect tension, Correct tension]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0029,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Clutch Slave Cylinder,Clutch pedal feels spongy | Fluid leak near clutch pedal,Clutch Slave Cylinder,"Check clutch slave cylinder for leaks -> [Leaking cylinder, No leaks detected] || Inspect clutch fluid level and condition -> [Low/dirty fluid, Sufficient/clean fluid]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0030,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Differential,Whining noise from rear end | Vehicle vibration at high speeds,Differential,"Inspect differential fluid level and condition -> [Low/dirty fluid, Clean/sufficient fluid] || Check for differential bearing wear -> [Worn bearings, Bearings in good condition]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0031,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Live Axle,Axle noise while turning | Vehicle leans to one side,Live Axle,"Inspect live axle for cracks or bending -> [Cracked/bent axle, Axle is intact] || Check axle bearings for wear -> [Worn bearings, Bearings in good condition]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0032,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Rigid Axle,Vehicle bounces over bumps | Loud noise from rear axle,Rigid Axle,"Inspect rigid axle for cracks or damage -> [Cracked/damaged axle, Axle in good condition] || Check axle bearings for wear -> [Worn bearings, Bearings in good condition]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0033,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Slushbox,Transmission slipping | Delay in gear engagement,Slushbox,"Check transmission fluid level and condition -> [Low/dirty fluid, Clean/sufficient fluid] || Inspect transmission for leaks -> [Leaking transmission, No leaks detected]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0034,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Universal Joint,Driveline vibration | Clunking noise when shifting,Universal Joint,"Inspect universal joint for wear or play -> [Worn/play detected, Joint in good condition] || Check driveline alignment -> [Misaligned driveline, Properly aligned driveline]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0035,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Drivetrain,Viscous Coupling,Vehicle binding during turns | Noise from drivetrain while turning,Viscous Coupling,"Test viscous coupling operation -> [Coupling failure, Coupling functioning properly] || Inspect viscous coupling fluid -> [Low/dirty fluid, Clean/sufficient fluid]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0036,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Battery Replacement,Engine cranks slowly | Clicking sound when starting,Battery Replacement,"Test battery voltage -> [Low voltage, Sufficient voltage] || Inspect battery terminals for corrosion -> [Corroded terminals, Clean terminals]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0037,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Charging System,Battery warning light on | Dim headlights,Charging System,"Test alternator output -> [Low output, Normal output] || Check alternator belt tension -> [Loose belt, Properly tensioned belt]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0038,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Check Engine Light Diagnosis,Check engine light on | Poor engine performance,Check Engine Light Diagnosis,"Scan for diagnostic trouble codes (DTCs) -> [DTCs present, No DTCs] || Check sensors related to DTCs -> [Faulty sensor, Sensor working properly]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0039,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Door Window Motor,Window does not move | Window moves intermittently,Door Window Motor,"Test power to window motor -> [No power, Power present] || Inspect window regulator for damage -> [Damaged regulator, Regulator intact]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0040,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Door Window Regulator,Window off track | Window stuck in one position,Door Window Regulator,"Inspect window regulator mechanism -> [Mechanism jammed, Mechanism functioning] || Check window alignment in tracks -> [Misaligned window, Properly aligned window]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0041,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Headlamp Bulb,Headlight not working | Dim headlight,Headlamp Bulb,"Inspect headlamp bulb for filament condition -> [Burnt out filament, Filament intact] || Check headlamp socket for corrosion -> [Corroded socket, Clean socket]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0042,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Ignition Distributor Cap,Engine misfires | Difficulty starting engine,Ignition Distributor Cap,"Inspect distributor cap for cracks or carbon tracks -> [Cracked/damaged cap, Cap in good condition] || Check distributor rotor for wear -> [Worn rotor, Rotor in good condition]",,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0043,CC BY 4.0,en,,,,,GASOLINA,passenger_car,,Electrical System,Ignition Wire Set,Engine misfires | Poor fuel economy,Ignition Wire Set,"Test ignition wires for continuity -> [Broken wire, Wires intact] || Inspect spark plug boots for damage -> [Damaged boots, Intact boots]",,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0044,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Power Door Lock Actuator,Door lock not responding | Clicking sound from door,Power Door Lock Actuator,"Test power to door lock actuator -> [No power, Power present] || Inspect actuator mechanism for obstruction -> [Obstructed mechanism, Clear mechanism]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0045,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Starter Motor,Engine does not crank | Clicking sound when key is turned,Starter Motor,"Test starter motor solenoid -> [Faulty solenoid, Solenoid working properly] || Inspect starter motor brushes for wear -> [Worn brushes, Brushes in good condition]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0046,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Windshield Washer Pump,No washer fluid spray | Weak washer fluid spray,Windshield Washer Pump,"Test power to washer pump -> [No power, Power present] || Inspect washer pump for clogs or damage -> [Clogged/damaged pump, Clean/intact pump]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0047,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Electrical System,Wiper Motor,Wipers not working | Wipers operate intermittently,Wiper Motor,"Test power to wiper motor -> [No power, Power present] || Inspect wiper motor linkage for wear -> [Worn linkage, Intact linkage]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0048,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Emissions System,Canister Purge Valve,Check engine light on | Rough idle,Canister Purge Valve,"Test canister purge valve operation -> [Valve stuck open/closed, Valve operates correctly] || Check for leaks in purge valve hoses -> [Leaking hoses, No leaks]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0049,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Emissions System,Catalytic Converter,Rotten egg smell from exhaust | Check engine light on,Catalytic Converter,"Inspect catalytic converter for physical damage -> [Damaged converter, Converter intact] || Check catalytic converter efficiency -> [Low efficiency, High efficiency]",,,,,,faulty,Convertidor catalitico obstruido o degradado,0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0050,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Emissions System,Charcoal Canister,Fuel odor from vehicle | Check engine light on,Charcoal Canister,"Test charcoal canister purge valve -> [Valve stuck open/closed, Valve operates correctly] || Inspect canister for cracks or damage -> [Cracked/damaged canister, Intact canister]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0051,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Emissions System,Exhaust Manifold,Loud exhaust noise | Exhaust smell in cabin,Exhaust Manifold,"Inspect exhaust manifold for cracks or leaks -> [Cracked/leaking manifold, Intact manifold] || Check exhaust manifold gasket for leaks -> [Leaking gasket, Good gasket]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0052,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Emissions System,Exhaust Manifold Gasket,Loud exhaust noise | Visible exhaust leaks,Exhaust Manifold Gasket,"Inspect exhaust manifold gasket for leaks -> [Leaking gasket, Good gasket] || Check exhaust manifold bolts for tightness -> [Loose bolts, Tight bolts]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0053,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Emissions System,Fuel Tank Pressure Sensor,Check engine light on | Gas cap warning light,Fuel Tank Pressure Sensor,"Test fuel tank pressure sensor -> [Faulty sensor, Sensor working properly] || Check fuel tank cap for proper seal -> [Loose cap, Sealed cap]",,,,,,faulty,,0.0,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0054,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Emissions System,Knock Sensor,Engine knocking/pinging | Poor fuel economy,Knock Sensor,"Test knock sensor operation -> [Faulty sensor, Sensor working properly] || Inspect for engine misfire codes -> [Misfire codes present, No misfire codes]",,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0055,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Emissions System,M.A.P. Sensor,Check engine light on | Rough idle,M.A.P. Sensor,"Test M.A.P. sensor voltage -> [Low voltage, Normal voltage] || Inspect M.A.P. sensor vacuum hose -> [Leaking hose, Intact hose]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0056,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Emissions System,Oxygen Sensor,Check engine light on | Poor fuel economy,Oxygen Sensor,"Test oxygen sensor voltage -> [Low voltage, Normal voltage] || Inspect oxygen sensor wiring for damage -> [Damaged wiring, Intact wiring]",,,,,,faulty,Sensor de oxigeno defectuoso,0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0057,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Engine Components,Balance Shaft,Engine vibration | Rough idle,Balance Shaft,"Inspect balance shaft for wear or damage -> [Worn/damaged shaft, Shaft in good condition] || Check balance shaft alignment -> [Misaligned shaft, Properly aligned shaft]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0058,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Engine Components,Boost Pressure,Loss of power | Turbo lag,Boost Pressure,"Check boost pressure with gauge -> [Low boost pressure, Normal boost pressure] || Inspect intercooler for leaks or damage -> [Leaking/damaged intercooler, Intact intercooler]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0059,CC BY 4.0,en,,,,,DIESEL,passenger_car,,Engine Components,Diesel Injection Pump,Engine misfires | Black smoke from exhaust,Diesel Injection Pump,"Test diesel injection pump pressure -> [Low pressure, Normal pressure] || Inspect diesel injectors for leaks or clogs -> [Leaking/clogged injectors, Clean/in-tolerance injectors]",,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0060,CC BY 4.0,en,,,,,DIESEL,passenger_car,,Engine Components,Diesel Glow Plug,Hard starting in cold weather | Glow plug indicator light stays on,Diesel Glow Plug,"Test glow plug resistance -> [High resistance, Normal resistance] || Inspect glow plug for carbon buildup -> [Carbon buildup, Clean plug]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0061,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Engine Components,Engine Mounts,Excessive engine movement | Clunking noise when accelerating,Engine Mounts,"Inspect engine mounts for wear or damage -> [Worn/damaged mounts, Mounts in good condition] || Check mounting bolts for tightness -> [Loose bolts, Tight bolts]",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0062,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Engine Components,Exhaust Valve,Engine misfires | Rough idle,Exhaust Valve,"Inspect exhaust valve for carbon buildup -> [Buildup on valve, Clean valve] || Check valve clearance -> [Incorrect clearance, Correct clearance]",,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0063,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Engine Components,Fuel Injector,Engine misfires | Poor fuel economy,Fuel Injector,"Test fuel injector spray pattern -> [Irregular spray pattern, Uniform spray pattern] || Inspect injector for leaks or clogs -> [Leaking/clogged injector, Clean/in-tolerance injector]",,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,zenodo_15626055.json
zenodo_15626055,zenodo_fault_0064,CC BY 4.0,en,,,,,NO_ESPECIFICADO,passenger_car,,Engine Components,Idle Air Control Valve,Erratic idle speed | Stalling at idle,Idle Air Control Valve,"Test IAC valve for proper operation -> [Valve stuck open/closed, Valve operates correctly] || Clean throttle body and IAC valve -> [Dirty components, Clean components]",,,,,,faulty,Cuerpo de aceleracion o valvula IAC sucia,0.85,RAG,zenodo_15626055.json
