id,item,fase,tipo_registro,estado_registro,fecha,origen_clave,placa_enmascarada,marca_modelo,sintoma,falla_real,chatbot_prediccion,tiempo_diagnostico_minutos,prediccion_correcta,campos_completos,metodo_confirmacion,evidencia_ref,diagnostico_id
c49795ff-f8ed-4575-ad30-9e2dc2bd6233,19,Pre-test,THESIS_POSTTEST,borrador,2026-05-19,9a80a9775f21521ac4120f31fcc363c8ab6c0a53e1f3eab84e49f04360f209d0,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Fuga de liquido de frenos,37,1,1,,,
c89db4da-e51b-4e77-b6fb-e5e7b4dd9395,20,Pre-test,THESIS_POSTTEST,borrador,2026-05-20,7e83d28390b078c7d3a715760f4a3367a4c897ff56f8bbcea86c242b43294cc8,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Bujias desgastadas,39,0,0,,,
b685f456-0e93-4b0e-81fb-414549aad2fc,21,Pre-test,THESIS_POSTTEST,borrador,2026-05-21,f2b45208ea7cd2f04afb2980898d42e702a288475ab7cb4e35b0510b9641dfc2,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Fuga de liquido de frenos,36,1,1,,,
17a882d6-1e8d-4c78-b64b-f91e3f6bf26d,22,Pre-test,THESIS_POSTTEST,borrador,2026-05-22,59e2657fdb878bdeeafcc657245bb4ff7b8ecd2fa3a76afdb3fd2d681fa62e8a,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Fuga de liquido de frenos,39,1,1,,,
694b6e40-2d02-4f5e-9791-8118aa4492a7,23,Pre-test,THESIS_POSTTEST,borrador,2026-05-23,83e4bce12297ce1c1c090bf94c9f6356a02e79a1909f6b060ae23745d4257f18,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Fuga de liquido de frenos,37,1,1,,,
646afa83-7726-46b3-8bd2-347f0a4eade0,24,Pre-test,THESIS_POSTTEST,borrador,2026-05-24,ecd5c9f422f7efc265b49753210a924edb4efdadcd319bab0d36b5c5fa7d4f9d,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Fuga de liquido de frenos,26,1,0,,,
e514fe07-bbb6-4f85-8763-b61a5b1e2d89,25,Pre-test,THESIS_POSTTEST,borrador,2026-05-25,09b62d6057ce8a20983521640fc9d37759745d978965ac04f3cb29bd94359e06,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Fuga de liquido de frenos,31,1,1,,,
cbedb471-e716-4dc8-bb8d-e1b10328075b,26,Pre-test,THESIS_POSTTEST,borrador,2026-05-26,2e2a0e0a23cd2187eac08ac76301d78ad09dd66a7f64244bbf5a9e1674ca0fea,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Fuga de liquido de frenos,36,1,1,,,
81d607d6-e405-4a96-b2fe-caf40bf62ec2,27,Pre-test,THESIS_POSTTEST,borrador,2026-05-27,c37c639fd4b4f6a09e64bdf77ad0e487054c9e10062d675a85e59b72991718f5,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Fuga de liquido de frenos,31,1,1,,,
806da904-9b3d-4601-9dfa-427bea192294,28,Pre-test,THESIS_POSTTEST,borrador,2026-05-28,f3f3a0dc958ec457dcb951db60636da71acb0516d15fa1e03dc6498a19e8db4a,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Fuga de liquido de frenos,37,1,0,,,
a74834a2-3e00-4e97-9e28-9e57be3adde0,29,Pre-test,THESIS_POSTTEST,borrador,2026-05-29,46116eacde9fd6a673f5c2dc57e0705d4775ef3c6587bd601cb4a82652eede90,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Bujias desgastadas,38,0,1,,,
c7921b09-4516-42a9-a17f-b0aae5c22590,30,Pre-test,THESIS_POSTTEST,borrador,2026-05-30,7f94b4863cf6f035d180b21e519727833a40e676090bb4b2e94ce21b02852481,ABC-***,Toyota Yaris,Pedal de freno esponjoso,Fuga de liquido de frenos,Bujias desgastadas,36,0,0,,,
4bc5d27a-e043-46c4-915f-18f5c3716fd0,31,Post-test,THESIS_POSTTEST,borrador,2026-06-01,d746c698965e9c6db7e679ae846b3f7c376b10ed2db8c8d89d6accb183658549,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,9,1,1,,,
8071a605-9930-4a68-aa03-2e023412a872,32,Post-test,THESIS_POSTTEST,borrador,2026-06-02,965c4809ac8626d04ef5c445ee4d624a831f34b03600c75795d8569fddc87f25,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,7,1,1,,,
bbff9cec-b586-47c5-9a11-3318486d0ffc,33,Post-test,THESIS_POSTTEST,borrador,2026-06-03,71bc71657ca505101017fd7bbf314c15d394a253398861456f40b7eefdca2845,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,9,1,1,,,
ec7427ee-1368-4c6a-92e2-a3747c1dbee6,34,Post-test,THESIS_POSTTEST,borrador,2026-06-04,10ec2881e99f6861299d5713b21115f27c80c503fbe5d30c08db8faad0a391e6,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,10,1,1,,,
44a6a526-a6b3-4cd4-bef5-bc5a0f095086,35,Post-test,THESIS_POSTTEST,borrador,2026-06-05,05f35ec27774225896ed060d5cc289b2998c934c3aefbb216c20395c5e17ea26,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,8,1,1,,,
5527a664-fe46-4d0b-a5ed-2cb2fcae1dc6,36,Post-test,THESIS_POSTTEST,borrador,2026-06-06,5ac1591228477b085af112ef32203548bff7142389cf69d58e553105e7fcf195,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,8,1,1,,,
1defba1c-f99e-4177-bffd-e2866cdff97b,37,Post-test,THESIS_POSTTEST,borrador,2026-06-07,b5da2e690a98ea238075e9b464765be3e8fd506083c5be3e3465ccdadc975d5e,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,8,1,1,,,
9c08be7c-33ec-4873-a5c5-4f90d2813d5d,38,Post-test,THESIS_POSTTEST,borrador,2026-06-08,c0af470dadaf7ebe8a9f9f1a020841d272d3dd9d75578584da98a9ff45b149b9,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,8,1,1,,,
a7e14c33-747e-409a-bde5-bf29c8eef419,39,Post-test,THESIS_POSTTEST,borrador,2026-06-09,72fedbd101b62dbae3d5576d5eedc83f39fdadbcbb1aa128764382bc7820b0e1,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,8,1,1,,,
3ae00e57-7e3c-4a7e-be40-d8d3ac950399,40,Post-test,THESIS_POSTTEST,borrador,2026-06-10,aa272a1a3f6c5b6a514017e8b81377a700710b4fe0c7ba5e9a85198e48d77ea9,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Amortiguadores reventados,9,0,1,,,
67bc5265-c0cd-43b2-af96-cf680491648d,41,Post-test,THESIS_POSTTEST,borrador,2026-06-11,faa840384cd133388a9cf3905342b96dc749567623c8a947461137b7cc738157,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,8,1,1,,,
1f823a17-e0c5-4359-939c-e8d37beabc1c,42,Post-test,THESIS_POSTTEST,borrador,2026-06-12,833f02f33e817778d3d7cee36ed954d0fc1008cdd152c0175733d7f7b0fc6f0b,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,10,1,1,,,
03da2d10-4ec2-4cd4-a5c0-d06413a197f9,43,Post-test,THESIS_POSTTEST,borrador,2026-06-13,fa281ca8171b3da068e650471829d9bc9209d7216185b1358075c87139a43b1e,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,9,1,1,,,
bffb8e60-2c6a-4770-9393-e71d06649e1b,44,Post-test,THESIS_POSTTEST,borrador,2026-06-14,73b1ec210598972bdf9d3e98ae1b5c4cac86aa01c8d9f6c4cc33160be758135c,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,10,1,1,,,
90c67cb0-3643-4ea4-b317-27193bf54ec5,45,Post-test,THESIS_POSTTEST,borrador,2026-06-15,def7badd0664c58b1e1533079a97d472b94d4dfb9bf82e1b69da92edc2fb6418,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Amortiguadores reventados,11,0,1,,,
cf0811cd-8dc3-4988-9c71-4309376c5b68,46,Post-test,THESIS_POSTTEST,borrador,2026-06-16,cc837af1a179029f12683e982b50f69bd13e4b6afec8390ff3ed7ef8ba260ca9,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,7,1,1,,,
1bfe52ef-f71b-4b48-9dba-98f16000add5,47,Post-test,THESIS_POSTTEST,borrador,2026-06-17,b0bd23433d733b8716c68b5739de0f47b5f2b5919f1f9e4f4ff3306ca277ad7f,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,12,1,1,,,
3837d0fe-400e-49e2-b78c-f2d66f59ae11,48,Post-test,THESIS_POSTTEST,borrador,2026-06-18,917c5dede40f5a466b4d90959aee6e3dbdd482405f263afaa01fc20cc5330096,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,7,1,1,,,
fb7ec4d0-86c9-4deb-a1a8-e30411c60284,49,Post-test,THESIS_POSTTEST,borrador,2026-06-19,e31844210ec80596dc0650e81769bfa6e1a34e10f5ecf9b0b941c8f080aaaafd,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,9,1,1,,,
a2dc6b99-838c-4af7-996b-9cb5b9e9c73b,50,Post-test,THESIS_POSTTEST,borrador,2026-06-20,559e78e731d3546613cafd46f63a45b48a14683228a45b7ba2b665f8896ca435,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,11,1,1,,,
4e4498f6-12be-411e-99d4-c82b31319bcc,51,Post-test,THESIS_POSTTEST,borrador,2026-06-21,fb80eb43f1260f7c7ab5107e0edd6cf835ad46ffe1a03db6e4af853083b02abc,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,6,1,1,,,
11fc2cf9-d3fd-4429-abad-7a408035d6b8,52,Post-test,THESIS_POSTTEST,borrador,2026-06-22,d43f81b95417942fa5b7e9c062f222469645b0067ef61cf76226efb0b5f1af33,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,10,1,1,,,
86fb25ba-7d81-4edb-9088-00da517d0f80,53,Post-test,THESIS_POSTTEST,borrador,2026-06-23,1ab6246fa56833251c1d2de794249b5864ebb6b4a928fd1c2b4054088c55c2ab,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,11,1,1,,,
f36afc8c-4c8c-415f-b715-6ab7bb91e116,54,Post-test,THESIS_POSTTEST,borrador,2026-06-24,634d796bc962b1e86596ae7f514a130aa0806ebc329c4711c942cbb3d7875361,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,9,1,1,,,
3ca4338b-6c28-47e7-b805-07d31ad68450,55,Post-test,THESIS_POSTTEST,borrador,2026-06-25,fca96c0ed57230e1ea4c9fbc1ea2a0001d158c3ca6b9c040c5bdbc782cd063c0,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,13,1,1,,,
c8f1a3de-41e6-476d-8647-7470bc1e980f,56,Post-test,THESIS_POSTTEST,borrador,2026-06-26,601dbd67c0884f30704e8932ba2ae1a0673974b4f77825910b37b0f218981ab6,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,10,1,1,,,
c8eae059-6bf1-45ba-b65f-e3c085dea6b6,57,Post-test,THESIS_POSTTEST,borrador,2026-06-27,2cc872fbc8ed858cdff7cdd5052bc5d8697a6413a3e22ff378d5ba4d163be271,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Amortiguadores reventados,6,0,1,,,
a8d2b800-802b-4332-9415-71fdf98aa174,58,Post-test,THESIS_POSTTEST,borrador,2026-06-28,4117ab876365855ee06d7dfa05edb119d6b227aba3084e073d95defdf4e96ee2,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,10,1,1,,,
38977722-4e9a-4390-93d7-dea0347f5ec7,59,Post-test,THESIS_POSTTEST,borrador,2026-06-29,d3a18f55535b0a8975ed5ed91e329e16774118a3b050a1f75f06d143fef2a11b,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,9,1,1,,,
faabc558-fa62-4dae-b61f-2161bbc3da1b,60,Post-test,THESIS_POSTTEST,borrador,2026-06-30,bfb9b2f310df1df2f073bd4e65f0dbd1c1df0c28281c07e81611acdd7c430111,XYZ-***,Hyundai Accent,Timon tiembla a alta velocidad,Llantas desalineadas,Llantas desalineadas,10,1,1,,,
4abe10fb-a2d6-41a1-835a-71435501f238,61,Post-test,THESIS_POSTTEST,borrador,2026-08-03,8fc549f21b673e9d5dfd86621e6663db684fee11d6a9550aa8bdc0e86c8f5443,DESCONOCIDO,Generico,siento un chillido feo al frenar el carro,Pastillas de freno desgastadas,Pastillas de freno desgastadas,1,1,1,,,
7a8118d9-517d-4029-be71-944c266c6f44,62,Post-test,THESIS_POSTTEST,borrador,2026-08-03,f1caebd3508428cc73765bcdedd6530e18f06aa90d35060e2319054424a4f84c,DESCONOCIDO,Generico,el scanner arroja el codigo P0300 cascabeleo,Bateria descargada o arrancador defectuoso,Bateria descargada o arrancador defectuoso,1,1,1,,,
da6baab5-4e6e-4d09-b0d6-df180581b9a7,63,Post-test,THESIS_POSTTEST,borrador,2026-08-03,cc91dc3cad1c3a72caea1b05302e72deecbf54a4cb007377a90468f88f042aec,WAPP-01,Vehiculo Generico,El motor cascabelea al acelerar en subida,Bujias desgastadas o gasolina de bajo octanaje (preignicion),Bujias desgastadas o gasolina de bajo octanaje (preignicion),1,1,1,,,
9b262b80-2515-4418-a55a-2a3ff06d16ac,63,Post-test,THESIS_POSTTEST,borrador,2026-08-03,8a8f589fad0efd6fb600ed49db32c9594f2a515efb5777153db39cbcf34374ee,WAPP-01,Vehiculo Generico,Siento un chillido feo al frenar el auto,Pastillas de freno desgastadas,Pastillas de freno desgastadas,1,1,1,,,
08328870-2ff0-411c-95a2-d06ed0ae0c37,65,Post-test,THESIS_POSTTEST,borrador,2026-08-03,290eca069812e8c1b1a09f8c9b27e6d809fe11f9652921f51e04ce4110ae46c4,TES-***,Toyota Yaris,Pedal de freno se siente esponjoso al presionar,Fuga de liquido de frenos o aire en el sistema,Fuga de liquido de frenos o aire en el sistema,1,1,1,,,
9fba306d-0da8-4581-8d79-fb3014c9831a,66,Post-test,THESIS_POSTTEST,borrador,2026-08-03,f618678943f57df9d38786c15403dac433366d7453d9e90fbf62bc08f3371406,REST-API,Hyundai Elantra,El motor tiembla en minimo y la aguja de RPM oscila,Soportes de motor rotos o inyectores sucios,Soportes de motor rotos o inyectores sucios,1,1,1,,,
855f361d-41eb-483d-8e4b-57a6814fe512,67,Post-test,THESIS_POSTTEST,borrador,2026-08-03,14540214045306e51631dccf77623a3d37097cb7ae7c6e295478638747a52558,DESCONOCIDO,Generico,el carro falla siento un chillido feo al frenar el carro,Pastillas de freno desgastadas,Pastillas de freno desgastadas,1,1,1,,,
9d7bcd74-d55d-4cc3-9c6e-68e64bd521c2,68,Post-test,THESIS_POSTTEST,borrador,2026-08-03,1ebec8ccc39a6b0fb0567989bc7be29a8413b75cd9dbf9b08243eea610f71fb4,DESCONOCIDO,Generico,siento un chillido feo al frenar el carro,Pastillas de freno desgastadas,Pastillas de freno desgastadas,1,1,1,,,
2dff2b72-849c-4cfe-a575-fa55f0b9e63c,69,Post-test,THESIS_POSTTEST,borrador,2026-08-03,5bd32cd353ad4674392e2030733c90caf210ec81e339d0fc9c117783b3b6f0e8,DESCONOCIDO,Generico,el scanner arroja el codigo P0300 cascabeleo,Bateria descargada o arrancador defectuoso,Bateria descargada o arrancador defectuoso,1,1,1,,,
07b097f2-d69b-4dc5-84ab-617d6325919e,70,Post-test,THESIS_POSTTEST,borrador,2026-08-03,056deca512b0491680da8c750914c3bb7738e12fead1209c7a8ca12ed8caeb86,WAPP-01,Vehiculo Generico,Siento un chillido feo al frenar el auto,Pastillas de freno desgastadas,Pastillas de freno desgastadas,1,1,1,,,
15f7572d-a774-4377-8e9f-749d9ffcc98b,71,Post-test,THESIS_POSTTEST,borrador,2026-08-03,2e0ec6533377b0242ed64338a21334bc449730cac733bf2ed5355835cbfce1f8,WAPP-01,Vehiculo Generico,El motor cascabelea al acelerar en subida,Bujias desgastadas o gasolina de bajo octanaje (preignicion),Bujias desgastadas o gasolina de bajo octanaje (preignicion),1,1,1,,,
49e375da-3142-4a91-87ee-468a173a4556,72,Post-test,THESIS_POSTTEST,borrador,2026-08-03,d9654b675f169026e3acd7f7c550a2ce2e5adb7923a263e5d12e9321e3cefefa,TES-***,Toyota Yaris,Pedal de freno se siente esponjoso al presionar,Fuga de liquido de frenos o aire en el sistema,Fuga de liquido de frenos o aire en el sistema,1,1,1,,,
31c3afda-5dc1-4012-80bd-e9ae0f6c73de,73,Post-test,THESIS_POSTTEST,borrador,2026-08-03,80d5f8674d8974e52de0b9202d75554ee2421f80777c465e8b7e7d3e95a56adc,REST-API,Hyundai Elantra,El motor tiembla en minimo y la aguja de RPM oscila,Soportes de motor rotos o inyectores sucios,Soportes de motor rotos o inyectores sucios,1,1,1,,,
071c5cf9-ee64-48ce-8f6b-645921bb3d0a,74,Post-test,THESIS_POSTTEST,borrador,2026-08-03,42f2f19d096a63d5e06448d496af425fc89ef6ca1ecec02336d910f9f23bcb76,WAPP-01,Vehiculo Generico,Siento un chillido feo al frenar el auto,Pastillas de freno desgastadas,Pastillas de freno desgastadas,1,1,1,,,
982eeb1d-b7b0-47f0-a790-e95bfeb09d77,75,Post-test,THESIS_POSTTEST,borrador,2026-08-03,eacab152929a75de64ca1c9c74c18b2778313d361177e4c8d87dfff87d049429,WAPP-01,Vehiculo Generico,El motor cascabelea al acelerar en subida,Bujias desgastadas o gasolina de bajo octanaje (preignicion),Bujias desgastadas o gasolina de bajo octanaje (preignicion),1,1,1,,,
c3590932-9505-44a2-825d-99fca2eb0c4c,76,Post-test,THESIS_POSTTEST,borrador,2026-08-03,1eb4fe637e33f459dd6340f2626a5909bf82c2d93b6392f32769b410e846f190,TES-***,Toyota Yaris,Pedal de freno se siente esponjoso al presionar,Fuga de liquido de frenos o aire en el sistema,Fuga de liquido de frenos o aire en el sistema,1,1,1,,,
5e9e784a-90e9-47d6-9611-ab39de2d4e5c,77,Post-test,THESIS_POSTTEST,borrador,2026-08-03,c08df754d04e677d4ae2d49c5085241746a27f2152d5998f82b919e96d986701,REST-API,Hyundai Elantra,El motor tiembla en minimo y la aguja de RPM oscila,Soportes de motor rotos o inyectores sucios,Soportes de motor rotos o inyectores sucios,1,1,1,,,
63c084bd-01de-483a-bb53-85ce450c1720,78,Post-test,THESIS_POSTTEST,borrador,2026-08-03,6e2276bf7dc8060b1430e0972783d943ad11a15a619fa0e4507c38ede5fba833,DESCONOCIDO,Generico,el carro falla siento un chillido feo al frenar el carro,Pastillas de freno desgastadas,Pastillas de freno desgastadas,1,1,1,,,
1e7d2335-01cb-4bf0-925f-15a712d20eee,79,Post-test,THESIS_POSTTEST,borrador,2026-08-03,f74f4175721c53ff305d5b52bac723c7844f821b45613fe805eb8c32f6d0ec5e,DESCONOCIDO,Generico,el carro falla siento un chillido feo al frenar el carro,Pastillas de freno desgastadas,Pastillas de freno desgastadas,1,1,1,,,
0f4f32cd-52d3-4058-84af-6a12927d9d6f,80,Post-test,THESIS_POSTTEST,borrador,2026-08-03,75af5f27071f8d75d6254353c62b7106206631c45b0319a637b1bd8be1998e84,DESCONOCIDO,Generico,siento un chillido feo al frenar el carro,Pastillas de freno desgastadas,Pastillas de freno desgastadas,1,1,1,,,
65bf66e7-a7b7-4103-99ac-8e6f424a652b,81,Post-test,THESIS_POSTTEST,borrador,2026-08-03,e2d74afacecdd186cc11409bb9bec41906119003169321486386d20659342969,DESCONOCIDO,Generico,el scanner arroja el codigo P0300 cascabeleo,Bateria descargada o arrancador defectuoso,Bateria descargada o arrancador defectuoso,1,1,1,,,
28721812-ac85-4230-888f-ed1a19ec3b25,82,Post-test,THESIS_POSTTEST,borrador,2026-08-03,bf5886074e857798b34bf35b16e76a74ea85a8f40a514933d05f5a430a37edc7,WAPP-01,Vehiculo Generico,El motor cascabelea al acelerar en subida,Bujias desgastadas o gasolina de bajo octanaje (preignicion),Bujias desgastadas o gasolina de bajo octanaje (preignicion),1,1,1,,,
