id,clase_objetivo,nivel_informacion,estado_auditoria,motivos,sim_intra_max,sim_inter_max,inter_ref_origen,dtc,es_contrastivo,clase_contrastiva
F10-L06-0018,Desgaste de pastillas y zapatas de freno,L2,APROBADO,CONFORME,0.1969,0.185,TRAIN,,NO,
F10-L06-0019,Desgaste de pastillas y zapatas de freno,L2,APROBADO,CONFORME,0.1191,0.1282,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0020,Desgaste de pastillas y zapatas de freno,L2,APROBADO,CONFORME,0.2027,0.1725,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0021,Desgaste de pastillas y zapatas de freno,L2,APROBADO,CONFORME,0.2105,0.3066,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0022,Desgaste de pastillas y zapatas de freno,L2,APROBADO,CONFORME,0.0966,0.1223,TRAIN,,NO,
F10-L06-0023,Desgaste de pastillas y zapatas de freno,L2,APROBADO,CONFORME,0.0926,0.0838,TRAIN,,NO,
F10-L06-0024,Desgaste de pastillas y zapatas de freno,L2,APROBADO,CONFORME,0.0975,0.1193,TRAIN,,NO,
F10-L06-0025,Desgaste de pastillas y zapatas de freno,L2,APROBADO,CONFORME,0.1538,0.2351,TRAIN,,SI,Discos de freno alabeados o desgastados
F10-L06-0026,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.1346,0.1123,TRAIN,,SI,Discos de freno alabeados o desgastados
F10-L06-0027,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.1167,0.1766,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0028,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.2027,0.0965,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0029,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.0973,0.1075,TRAIN,,SI,Falla en sensor de velocidad de rueda ABS
F10-L06-0030,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.1504,0.268,TRAIN,,SI,Discos de freno alabeados o desgastados
F10-L06-0031,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.1096,0.1096,TRAIN,,NO,
F10-L06-0032,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.0756,0.1138,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0033,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.209,0.1805,TRAIN,,SI,Discos de freno alabeados o desgastados
F10-L06-0034,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.1249,0.1004,TRAIN,,NO,
F10-L06-0035,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.1011,0.1562,TRAIN,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L06-0036,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.0974,0.0937,LOTE_04,,NO,
F10-L06-0037,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.1482,0.0852,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0038,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.0896,0.0719,TRAIN,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L06-0039,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.1803,0.1311,LOTE_04,,NO,
F10-L06-0040,Desgaste de pastillas y zapatas de freno,L3,APROBADO,CONFORME,0.1259,0.1669,TRAIN,,SI,Discos de freno alabeados o desgastados
F10-L06-0041,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.2529,0.2915,TRAIN,,NO,
F10-L06-0042,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.2854,0.242,FIELD_60,,NO,
F10-L06-0043,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.1242,0.1833,TRAIN,,NO,
F10-L06-0044,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.0989,0.2112,TRAIN,,NO,
F10-L06-0045,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.1093,0.1187,TRAIN,,NO,
F10-L06-0046,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.1413,0.131,TEST_100,,NO,
F10-L06-0047,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.089,0.1661,TRAIN,,NO,
F10-L06-0048,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.0977,0.1556,TRAIN,,NO,
F10-L06-0049,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.1952,0.2613,TRAIN,,NO,
F10-L06-0050,Discos de freno alabeados o desgastados,L1,APROBADO,CONFORME,0.0896,0.1143,TRAIN,,NO,
F10-L06-0051,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1499,0.2301,TRAIN,,SI,Llantas desbalanceadas o desalineadas
F10-L06-0052,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.0963,0.2976,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0053,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1521,0.1433,TRAIN,,NO,
F10-L06-0054,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1347,0.182,TRAIN,,SI,Llantas desbalanceadas o desalineadas
F10-L06-0055,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1964,0.0958,TRAIN,,NO,
F10-L06-0056,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1346,0.1459,FIELD_60,,SI,Falla en sensor de velocidad de rueda ABS
F10-L06-0057,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.089,0.1715,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0058,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1812,0.2361,LOTE_01,,SI,Llantas desbalanceadas o desalineadas
F10-L06-0059,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1623,0.1925,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0060,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1548,0.3128,DEV_60,,NO,
F10-L06-0061,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.0725,0.1756,TRAIN,,NO,
F10-L06-0062,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1411,0.1578,TRAIN,,NO,
F10-L06-0063,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1972,0.1657,TRAIN,,SI,Falla en sensor de velocidad de rueda ABS
F10-L06-0064,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1521,0.0996,TRAIN,,NO,
F10-L06-0065,Discos de freno alabeados o desgastados,L2,APROBADO,CONFORME,0.1278,0.2149,TRAIN,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L06-0066,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.1548,0.1245,DEV_60,,SI,Llantas desbalanceadas o desalineadas
F10-L06-0067,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.1632,0.1863,TRAIN,,NO,
F10-L06-0068,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.1055,0.1608,TRAIN,,SI,Llantas desbalanceadas o desalineadas
F10-L06-0069,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.1964,0.1066,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0070,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.1347,0.1474,TRAIN,,SI,Llantas desbalanceadas o desalineadas
F10-L06-0071,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.0974,0.1033,TRAIN,,NO,
F10-L06-0072,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.0819,0.0936,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0073,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.123,0.1049,LOTE_04,,SI,Llantas desbalanceadas o desalineadas
F10-L06-0074,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.1,0.0727,TRAIN,,NO,
F10-L06-0075,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.2419,0.1425,TRAIN,,SI,Falla en sensor de velocidad de rueda ABS
F10-L06-0076,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.0799,0.0827,LOTE_04,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0077,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.1313,0.1094,LOTE_03,,NO,
F10-L06-0078,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.0739,0.1508,FIELD_60,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0079,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.1385,0.11,DEV_60,,SI,Llantas desbalanceadas o desalineadas
F10-L06-0080,Discos de freno alabeados o desgastados,L3,APROBADO,CONFORME,0.1053,0.1373,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0081,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.1721,0.3232,TRAIN,,NO,
F10-L06-0082,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.539,0.3396,TRAIN,,NO,
F10-L06-0083,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.2202,0.4051,TRAIN,,NO,
F10-L06-0084,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.1766,0.2051,TRAIN,,NO,
F10-L06-0085,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.2149,0.2682,TRAIN,,NO,
F10-L06-0086,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.1126,0.1692,TRAIN,,NO,
F10-L06-0087,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.1474,0.4453,TRAIN,,NO,
F10-L06-0088,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.1898,0.1945,LOTE_04,,NO,
F10-L06-0089,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.0884,0.1708,TRAIN,,NO,
F10-L06-0090,Falla en servofreno (booster) o linea de vacio,L1,APROBADO,CONFORME,0.0788,0.1335,LOTE_05,,NO,
F10-L06-0091,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.0767,0.137,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0092,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.2103,0.2494,TRAIN,P0171,SI,Falla en sensor de oxigeno o mezcla rica
F10-L06-0093,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.1826,0.3364,TRAIN,,NO,
F10-L06-0094,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.1272,0.1563,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0095,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.2584,0.2784,TRAIN,,NO,
F10-L06-0096,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.1413,0.2257,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0097,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.1813,0.1471,TRAIN,,NO,
F10-L06-0098,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.1998,0.206,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0099,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.1215,0.1746,LOTE_04,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L06-0100,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.0895,0.2132,LOTE_05,,NO,
F10-L06-0101,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.1646,0.1668,TRAIN,C1246,NO,
F10-L06-0102,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.1006,0.1419,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0103,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.0722,0.1588,TRAIN,,NO,
F10-L06-0104,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.2092,0.2097,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0105,Falla en servofreno (booster) o linea de vacio,L2,APROBADO,CONFORME,0.2584,0.2411,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0106,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.1613,0.2417,TRAIN,P0171,SI,Falla en sensor de oxigeno o mezcla rica
F10-L06-0107,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.1813,0.1771,TRAIN,,NO,
F10-L06-0108,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.0902,0.1057,TRAIN,,NO,
F10-L06-0109,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.1119,0.1505,TRAIN,P0556,NO,
F10-L06-0110,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.2202,0.1688,TRAIN,,SI,Cuerpo de aceleracion o valvula IAC sucia
F10-L06-0111,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.1292,0.1236,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0112,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.1646,0.1022,TRAIN,C1246,SI,Falla en sensor de velocidad de rueda ABS
F10-L06-0113,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.209,0.1463,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0114,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.0871,0.1263,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0115,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.1145,0.1777,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0116,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.0816,0.1128,LOTE_04,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L06-0117,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.1362,0.1385,LOTE_05,P0555,NO,
F10-L06-0118,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.0715,0.0802,TRAIN,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0119,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.1586,0.1507,LOTE_04,,NO,
F10-L06-0120,Falla en servofreno (booster) o linea de vacio,L3,APROBADO,CONFORME,0.0838,0.1271,LOTE_04,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0121,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.2262,0.6353,TRAIN,,NO,
F10-L06-0122,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.2252,0.2553,LOTE_04,,NO,
F10-L06-0123,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.1245,0.4014,TRAIN,,NO,
F10-L06-0124,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.1505,0.2231,TRAIN,,NO,
F10-L06-0125,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.1294,0.1676,TRAIN,,NO,
F10-L06-0126,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.2105,0.4319,LOTE_02,,NO,
F10-L06-0127,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.1733,0.1375,TRAIN,,NO,
F10-L06-0128,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.1614,0.2551,TRAIN,,NO,
F10-L06-0129,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.1298,0.1268,LOTE_05,,NO,
F10-L06-0130,Fuga hidraulica o aire en el sistema de frenos,L1,APROBADO,CONFORME,0.1158,0.142,TRAIN,,NO,
F10-L06-0131,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.0818,0.3687,TRAIN,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0132,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1012,0.1986,TRAIN,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L06-0133,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1285,0.2497,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0134,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1766,0.2305,TRAIN,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0135,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1441,0.122,TRAIN,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0136,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1236,0.1728,TRAIN,,NO,
F10-L06-0137,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.0844,0.1375,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0138,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1614,0.1472,TRAIN,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0139,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1098,0.1122,TRAIN,,SI,Falla en sensor de velocidad de rueda ABS
F10-L06-0140,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.0944,0.144,TRAIN,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L06-0141,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.0853,0.2607,TRAIN,,NO,
F10-L06-0142,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1436,0.1573,TRAIN,,NO,
F10-L06-0143,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1092,0.1852,TRAIN,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0144,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.185,0.1257,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0145,Fuga hidraulica o aire en el sistema de frenos,L2,APROBADO,CONFORME,0.1189,0.1232,TRAIN,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L06-0146,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1441,0.1393,TRAIN,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0147,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1292,0.0998,TRAIN,,NO,
F10-L06-0148,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.059,0.0856,TRAIN,,SI,Falla en sensor de velocidad de rueda ABS
F10-L06-0149,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1337,0.1592,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0150,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1576,0.1476,TRAIN,,NO,
F10-L06-0151,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.0975,0.0947,TRAIN,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0152,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.185,0.1074,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0153,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1234,0.1667,TRAIN,,NO,
F10-L06-0154,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1203,0.1044,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0155,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1127,0.1718,TRAIN,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L06-0156,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1125,0.1276,TRAIN,,SI,Falla en sensor de velocidad de rueda ABS
F10-L06-0157,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1152,0.1294,LOTE_04,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L06-0158,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1158,0.0897,TRAIN,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0159,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1118,0.1812,LOTE_02,,NO,
F10-L06-0160,Fuga hidraulica o aire en el sistema de frenos,L3,APROBADO,CONFORME,0.1084,0.1235,TRAIN,,SI,Falla en servofreno (booster) o linea de vacio
F10-L06-0161,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.2252,0.3341,LOTE_05,,NO,
F10-L06-0162,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.1839,0.1518,TRAIN,,NO,
F10-L06-0163,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.3476,0.2072,LOTE_04,,NO,
F10-L06-0164,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.0812,0.1984,TRAIN,,NO,
F10-L06-0165,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.1642,0.3325,TRAIN,,NO,
F10-L06-0166,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.2854,0.242,TRAIN,,NO,
F10-L06-0167,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.0894,0.1872,TRAIN,,NO,
F10-L06-0168,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.3476,0.3361,LOTE_04,,NO,
F10-L06-0169,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.2166,0.1761,LOTE_04,,NO,
F10-L06-0170,Falla en sensor de velocidad de rueda ABS,L1,APROBADO,CONFORME,0.1027,0.1286,TRAIN,,NO,
F10-L06-0171,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.0932,0.2186,DEV_60,C0035,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L06-0172,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.0978,0.1717,TRAIN,,SI,Discos de freno alabeados o desgastados
F10-L06-0173,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.0977,0.183,TRAIN,C0040,NO,
F10-L06-0174,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.2166,0.1139,TRAIN,,NO,
F10-L06-0175,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.1146,0.1379,TRAIN,C0045,SI,Discos de freno alabeados o desgastados
F10-L06-0176,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.1632,0.1798,TRAIN,,SI,Discos de freno alabeados o desgastados
F10-L06-0177,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.1237,0.1702,TRAIN,,NO,
F10-L06-0178,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.2064,0.2522,LOTE_05,C0050,NO,
F10-L06-0179,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.1623,0.2581,TRAIN,,SI,Discos de freno alabeados o desgastados
F10-L06-0180,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.136,0.1633,TRAIN,,NO,
F10-L06-0181,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.1003,0.144,TRAIN,,NO,
F10-L06-0182,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.0902,0.2577,LOTE_05,,NO,
F10-L06-0183,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.1642,0.1741,TRAIN,,SI,Desgaste de pastillas y zapatas de freno
F10-L06-0184,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.1109,0.1825,TRAIN,,NO,
F10-L06-0185,Falla en sensor de velocidad de rueda ABS,L2,APROBADO,CONFORME,0.0812,0.1356,TRAIN,,NO,
F10-L06-0186,Falla en sensor de velocidad de rueda ABS,L3,APROBADO,CONFORME,0.1109,0.0989,TRAIN,C0035,NO,
F10-L06-0187,Falla en sensor de velocidad de rueda ABS,L3,APROBADO,CONFORME,0.1146,0.1836,TRAIN,,SI,Discos de freno alabeados o desgastados
