id,clase_objetivo,nivel_informacion,estado_auditoria,motivos,sim_intra_max,sim_inter_max,inter_ref_origen,dtc,es_contrastivo,clase_contrastiva
F10-L11-0066,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.0984,0.2038,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0067,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.0936,0.0902,TRAIN,,NO,
F10-L11-0068,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.1614,0.1922,TRAIN,,SI,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire)
F10-L11-0069,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.0729,0.1788,LOTE_10,,NO,
F10-L11-0070,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.2023,0.1689,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0071,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.1056,0.1491,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0072,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.1228,0.0975,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0073,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.1561,0.0989,LOTE_06,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L11-0074,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.1153,0.1394,TRAIN,,NO,
F10-L11-0075,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.1538,0.1686,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0076,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.0894,0.0932,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0077,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.0946,0.1435,TRAIN,,NO,
F10-L11-0078,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.1179,0.143,TRAIN,,NO,
F10-L11-0079,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.1538,0.1082,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0080,Válvula de freno de aire o secador APS obstruido (Camiones),L3,APROBADO,CONFORME,0.1074,0.1034,DEV_60,,SI,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire)
F10-L11-0081,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.1026,0.1725,TRAIN,,NO,
F10-L11-0082,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.4175,0.1859,LOTE_06,,NO,
F10-L11-0083,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.1102,0.2446,TRAIN,,NO,
F10-L11-0084,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.095,0.1283,LOTE_08,,NO,
F10-L11-0085,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.2242,0.3325,TRAIN,,NO,
F10-L11-0086,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.1925,0.4482,TRAIN,,NO,
F10-L11-0087,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.1299,0.1343,TRAIN,,NO,
F10-L11-0088,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.2555,0.1994,TRAIN,,NO,
F10-L11-0089,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.1573,0.1726,TRAIN,,NO,
F10-L11-0090,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,APROBADO,CONFORME,0.1333,0.1687,TRAIN,,NO,
F10-L11-0091,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.1523,0.1975,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0092,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.119,0.2226,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0093,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.1184,0.1901,DEV_60,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L11-0094,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.1412,0.1854,TRAIN,,NO,
F10-L11-0095,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.1925,0.1542,TRAIN,,SI,Válvula de freno de aire o secador APS obstruido (Camiones)
F10-L11-0096,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.1072,0.1149,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0097,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.1258,0.1475,TRAIN,,NO,
F10-L11-0098,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.1298,0.1937,TRAIN,,SI,Válvula de freno de aire o secador APS obstruido (Camiones)
F10-L11-0099,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.1138,0.1036,TRAIN,,NO,
F10-L11-0100,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.142,0.1387,TRAIN,,NO,
F10-L11-0101,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.13,0.2491,TRAIN,,SI,Válvula de freno de aire o secador APS obstruido (Camiones)
F10-L11-0102,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.0848,0.1661,TRAIN,,NO,
F10-L11-0103,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.1482,0.1078,LOTE_06,,SI,Fuga hidraulica o aire en el sistema de frenos
F10-L11-0104,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.0777,0.0955,LOTE_10,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0105,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,APROBADO,CONFORME,0.0836,0.1522,TRAIN,,NO,
F10-L11-0106,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.119,0.1729,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0107,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1117,0.1686,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0108,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1122,0.1248,TRAIN,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L11-0109,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1345,0.1105,TRAIN,,SI,Válvula de freno de aire o secador APS obstruido (Camiones)
F10-L11-0110,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.082,0.1313,LOTE_06,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0111,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1372,0.1382,TRAIN,,SI,Válvula de freno de aire o secador APS obstruido (Camiones)
F10-L11-0112,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.0956,0.1054,LOTE_08,,NO,
F10-L11-0113,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1066,0.1054,TRAIN,,NO,
F10-L11-0114,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.142,0.1134,LOTE_08,,NO,
F10-L11-0115,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1482,0.0858,LOTE_06,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0116,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1258,0.1182,LOTE_06,,SI,Válvula de freno de aire o secador APS obstruido (Camiones)
F10-L11-0117,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1261,0.0889,LOTE_09,,NO,
F10-L11-0118,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1372,0.0953,TRAIN,,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones)
F10-L11-0119,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.0917,0.0997,LOTE_09,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L11-0120,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L3,APROBADO,CONFORME,0.1345,0.114,LOTE_07,,NO,
