id_caso,placa_simulada,grupo,fecha,estado,estado_ejecucion,sintoma_ingresado,diagnostico_principal_carbot,alternativas_diagnosticas_carbot,diagnostico_referencia_esperado_simulado,criterio_coincidencia,coincide_principal_con_referencia,informacion_generada_carbot,contexto_rag,titulo_manual,confianza_ml,tiempo_real_ms,tiempo_ml_ms,tiempo_rag_ms,tiempo_llm_ms,tiempo_total_reportado_ms,modo_diagnostico,error
SIMULACION_POST_011,SIMPOST-011,4,2026-09-27,SIMULACION_POST,EJECUTADO,El pedal se va hasta abajo y debo bombear para que el vehículo frene.,Fuga hidraulica o aire en el sistema de frenos,"[{""falla"": ""Fuga hidraulica o aire en el sistema de frenos"", ""probabilidad"": 0.9982}, {""falla"": ""Caliper de freno trabado o mordaza pegada (piston agarrotado)"", ""probabilidad"": 0.033}, {""falla"": ""Falla en servofreno (booster) o linea de vacio"", ""probabilidad"": 0.017}]",Aire en sistema hidráulico de frenos,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🔧 Hipótesis por comprobar:
1. Fuga hidraulica o aire en el sistema de frenos
2. Caliper de freno trabado o mordaza pegada (piston agarrotado)
3. Falla en servofreno (booster) o linea de vacio

Comprueba físicamente el sistema de frenos; si el frenado es inseguro, no circules.

No hay procedimiento compatible verificado. Para especificaciones exactas necesito marca, modelo, año y motorización.",,Sin procedimiento compatible verificado,0.9982,1521.95,29,3,1487,1521,completo_ml_rag_llm,
SIMULACION_POST_012,SIMPOST-012,4,2026-09-27,SIMULACION_POST,EJECUTADO,Al girar a la derecha se oye un zumbido que aumenta con la velocidad.,Rodajes de caja mecanica o diferencial gastados,"[{""falla"": ""Rodajes de caja mecanica o diferencial gastados"", ""probabilidad"": 0.7171}, {""falla"": ""Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)"", ""probabilidad"": 0.184}, {""falla"": ""Llantas desbalanceadas o desalineadas"", ""probabilidad"": 0.099}]",Rodamiento de rueda desgastado,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🔧 Hipótesis por comprobar:
1. Rodajes de caja mecanica o diferencial gastados
2. Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura)
3. Llantas desbalanceadas o desalineadas

Comprueba el acoplamiento y el estado del fluido según el procedimiento del fabricante; no fuerces la marcha.

Para especificaciones exactas necesito marca, modelo, año y motorización.","Codigo de Falla Asociado: Falla Mecánica Pura (Sin Escáner) / Desgaste de Rodamiento de Rueda / Picadura de Pista (Spalling)
Modelos Compatibles Frecuentes en Peru: Todas las marcas (Universal)
Gravedad: Media-Alta | Tiempo Estimado de Taller: 45 minutos
Sintomas: Zumbido grave continuo (como de avioneta) a partir de 40 a 60 km/h que se intensifica al girar la direccion hacia un lado y disminuye notablemente al girar hacia el opuesto.
Instrucciones paso a paso:
1. Prueba de ruta dinamica para aislar el lado afectado:
   - Al virar hacia la izquierda en curva suave, el peso del vehiculo se transfiere a las ruedas derechas: si el zumbido aumenta fuertemente, el rodamiento dañado es el DERECHO.
   - Si el ruido aumenta al virar a la derecha, el rodamiento dañado es el IZQUIERDO.
2. Inspeccion fisica en elevador con ruedas en el aire:
   - Tomar la rueda firmemente colocando una mano a las 12 horas y la otra a las 6 horas. Mover de forma oscilante con fuerza hacia adentro y hacia afuera: no debe existir ningun juego u holgura milimetrica.
   - Girar la rueda manualmente a velocidad mientras se apoya la mano en el muelle helicoidal del amortiguador: la vibracion o aspereza de las bolas de acero rodando sobre la pista picada se transmite directamente como un hormigueo inconfundible.
3. Sustitucion: en rodamientos tipo maza sellada completa (Hub Unit), desmontar caliper, disco y sensor ABS (con cuidado de no fracturar el plastico). Instalar maza nueva apretando los 4 pernos de anclaje a 65 Nm y la tuerca del palier/semieje central con torquimetro a 180 - 220 Nm segun especificacion OEM. Prohibido usar pistola de impacto en la tuerca central para no fracturar las pistas del rodamiento nuevo.",PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DE RODAMIENTOS DE RUEDA / MAZA (ZUMBIDO METÁLICO MODULADO AL VIRAR / PRUEBA DE HOLGURA),0.7171,1855.98,29,3,1821,1855,completo_ml_rag_llm,
SIMULACION_POST_013,SIMPOST-013,5,2026-09-28,SIMULACION_POST,EJECUTADO,En los baches suena clac clac adelante y el auto se siente inestable.,Juntas homocineticas o palieres danados,"[{""falla"": ""Juntas homocineticas o palieres danados"", ""probabilidad"": 0.8771}, {""falla"": ""Amortiguadores reventados o bujes de suspension gastados"", ""probabilidad"": 0.08}, {""falla"": ""Bateria descargada o bornes sulfatados"", ""probabilidad"": 0.043}]",Bieleta de barra estabilizadora desgastada,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🔧 Hipótesis por comprobar:
1. Juntas homocineticas o palieres danados
2. Amortiguadores reventados o bujes de suspension gastados
3. Bateria descargada o bornes sulfatados

Confirma la holgura o daño mediante inspección física segura antes de cambiar componentes.

Para especificaciones exactas necesito marca, modelo, año y motorización.","Código de Falla Asociado: Falla de Tracción Delantera / Palier / Junta Homocinética
Modelos Compatibles Frecuentes en Perú: Toyota Yaris, Hyundai Accent, Kia Rio, Nissan Versa, Suzuki Swift, Chery, Changan
Gravedad: Alta | Tiempo Estimado de Taller: 75 minutos
Síntomas: Sonido metálico repetitivo (""clac clac clac"") en las ruedas delanteras al virar la dirección o dar vueltas en U.
Instrucciones paso a paso:
1. Desafloje la tuerca central del eje de la rueda con dado de 30mm o 32mm mientras el auto está apoyado en el piso.
2. Levante el vehículo, retire la rueda, el cáliper de freno y el terminal de dirección.
3. Desconecte la rótula de suspensión inferior para desacoplar el mangueta del eje del palier.
4. Retire las abrazaderas metálicas del cubrepolvo roto y retire la grasa contaminada.
5. Desmonte la junta homocinética exterior del eje usando un extractor de rodajes o golpeteo controlado con martillo de bronce.
6. Limpie la canastilla y esferas. Si presenta surcos o picaduras, reemplace la junta completa.
7. Instale el nuevo fuelle de neopreno, empaque abundante grasa de bisulfuro de molibdeno (grasa negra) y apriete las abrazaderas.",PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),0.8771,1996.33,29,3,1961,1996,completo_ml_rag_llm,
SIMULACION_POST_014,SIMPOST-014,5,2026-09-28,SIMULACION_POST,EJECUTADO,Una rueda quedó inclinada y el neumático se desgasta solo por el borde interior.,Llantas desbalanceadas o desalineadas,"[{""falla"": ""Llantas desbalanceadas o desalineadas"", ""probabilidad"": 0.5342}, {""falla"": ""Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire)"", ""probabilidad"": 0.303}, {""falla"": ""Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado"", ""probabilidad"": 0.163}]",Brazo de suspensión doblado,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🔧 Hipótesis por comprobar:
1. Llantas desbalanceadas o desalineadas
2. Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire)
3. Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado

Confirma la holgura o daño mediante inspección física segura antes de cambiar componentes.

No hay procedimiento compatible verificado. Para especificaciones exactas necesito marca, modelo, año y motorización.",,Sin procedimiento compatible verificado,0.5342,35.84,30,3,0,35,en_cola_gemini,
SIMULACION_POST_015,SIMPOST-015,5,2026-09-28,SIMULACION_POST,EJECUTADO,El auto rebota varias veces después de pasar un rompemuelles.,Inyectores sucios o filtro de combustible obstruido,"[{""falla"": ""Inyectores sucios o filtro de combustible obstruido"", ""probabilidad"": 0.5847}, {""falla"": ""Faja o cadena de distribucion destensada o con salto de punto"", ""probabilidad"": 0.27}, {""falla"": ""Cuerpo de aceleracion o valvula IAC sucia"", ""probabilidad"": 0.145}]",Amortiguadores desgastados,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🔧 Hipótesis por comprobar:
1. Inyectores sucios o filtro de combustible obstruido
2. Faja o cadena de distribucion destensada o con salto de punto
3. Cuerpo de aceleracion o valvula IAC sucia

Confirma la hipótesis mediante una prueba de taller antes de sustituir componentes.

No hay procedimiento compatible verificado. Para especificaciones exactas necesito marca, modelo, año y motorización.",,Sin procedimiento compatible verificado,0.5847,36.31,30,3,0,36,en_cola_gemini,
SIMULACION_POST_016,SIMPOST-016,6,2026-09-29,SIMULACION_POST,EJECUTADO,"El motor enciende check engine, gasta más gasolina y falla al acelerar.",Auto-pregunta técnica de descarte enviada,"[{""falla"": ""Falla en bujias o bobinas de encendido (misfire)"", ""probabilidad"": 0.4043}, {""falla"": ""Inyectores sucios o filtro de combustible obstruido"", ""probabilidad"": 0.3473}, {""falla"": ""Falla en sensor de oxigeno o mezcla rica"", ""probabilidad"": 0.2443}]",Sensor de oxígeno defectuoso,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:

• 1️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobinas de encendido) — 40%
• 2️⃣ El motor tose, tironea a cualquier velocidad o le cuesta responder al acelerador (Inyectores / Filtro) — 35%
• 3️⃣ Humo negro, olor excesivo a gasolina por el escape y alto consumo (Sensor de oxígeno / Mezcla) — 24%

👉 *Responde indicando 1, 2 o describiendo brevemente la opción (o describe qué otro síntoma nota si ninguna coincide).*",,,0.4043,32.57,31,0,0,32,esperando_clarificacion,
SIMULACION_POST_017,SIMPOST-017,6,2026-09-29,SIMULACION_POST,EJECUTADO,Marca error de mezcla pobre y se siente poca fuerza al salir desde parado.,Consulta fuera del alcance automotriz,[],Sensor MAF sucio,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",,,0.0,3.28,0,0,0,3,fuera_de_alcance,
SIMULACION_POST_018,SIMPOST-018,6,2026-09-29,SIMULACION_POST,EJECUTADO,El velocímetro deja de marcar intermitentemente y aparece check engine.,Falla en sensor de oxigeno o mezcla rica,"[{""falla"": ""Falla en sensor de oxigeno o mezcla rica"", ""probabilidad"": 0.4573}, {""falla"": ""Falla en bujias o bobinas de encendido (misfire)"", ""probabilidad"": 0.353}, {""falla"": ""Falla en sensor de velocidad de rueda ABS"", ""probabilidad"": 0.19}]",Sensor de velocidad defectuoso,igualdad_normalizada_prediccion_principal_vs_referencia,False,"⏳ *Analizando consulta (cola #3)*
Hipótesis preliminar ML: *Falla en sensor de oxigeno o mezcla rica* (45%).
Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller.
En breve recibirás el resumen; el detalle quedará en el panel.","Codigo de Falla Asociado: DTC P0135 (Calefactor Sensor O2 Banco 1 Sensor 1) / DTC P2195 (Señal Sensor A/F Pegada en Pobre) / Consumo de Combustible
Modelos Compatibles Frecuentes en Peru: Toyota Yaris/Corolla/Hilux, Nissan Versa/Sentra, Hyundai Accent, Kia Rio, Honda Civic/CR-V
Gravedad: Media | Tiempo Estimado de Taller: 40 minutos
Sintomas: Luz Check Engine encendida, olor a combustible crudo por el escape, alto consumo de gasolina/gas, respuesta lenta del motor al acelerar de golpe.
Instrucciones paso a paso:
1. Identificar el tipo de sensor en Banco 1 Sensor 1 (aguas arriba del catalizador): diferenciar sensor de circonio tradicional (señal oscilante de 0.1V a 0.9V) de sensor A/F planar de banda ancha (señal constante alrededor de 3.3V o medición de miliamperios).
2. Desconectar el arnés del sensor y medir la resistencia del elemento calefactor (cables del mismo color, normalmente negros o blancos):
   - Sensor convencional: debe marcar entre 5.0 y 15.0 Ohms a 20°C.
   - Sensor A/F Toyota/Lexus: debe marcar entre 1.8 y 3.4 Ohms a 20°C.
   - Si marca resistencia infinita (circuito abierto), el calefactor interno está quemado y requiere reemplazo de la sonda.
3. Verificar con lámpara de prueba lógica o multímetro que llegue alimentación positiva de 12V de batería al circuito del calefactor con contacto en ON.
4. Conectar escáner en datos en vivo y graficar el sensor a 2500 RPM estables:
   - Crear una fuga de vacío controlada desconectando una manguera de admisión: la lectura debe irse inmediatamente a mezcla pobre (mayor a 3.8V en A/F o 0.1V en O2).
   - Enriquecer la mezcla inyectando limpiador de carburador por el múltiple: la lectura debe caer inmediatamente a mezcla rica (menor a 2.8V en A/F o 0.9V en O2). Si no reacciona, el sensor está pasivado/envenenado por plomo o aditivos.
5. Aplicar compuesto antiadherente de cobre en la rosca del sensor nuevo e instalar aplicando un par de apriete de 40 a 45 Nm.",PROCEDIMIENTO: DIAGNÓSTICO DE SENSOR DE RELACIÓN AIRE/COMBUSTIBLE (A/F BANDA ANCHA) Y SONDA LAMBDA (DTC P0135 / P2195),0.4573,36.15,30,3,0,36,en_cola_gemini,
SIMULACION_POST_019,SIMPOST-019,7,2026-09-30,SIMULACION_POST,EJECUTADO,En primera el motor revoluciona pero el carro casi no avanza y huele a quemado.,Disco de embrague desgastado o patinando,"[{""falla"": ""Disco de embrague desgastado o patinando"", ""probabilidad"": 0.9971}, {""falla"": ""Rodajes de transmision manual o eje primario gastados"", ""probabilidad"": 0.033}, {""falla"": ""Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW)"", ""probabilidad"": 0.017}]",Disco de embrague patinando,igualdad_normalizada_prediccion_principal_vs_referencia,False,"⏳ *Analizando consulta (cola #4)*
Hipótesis preliminar ML: *Disco de embrague desgastado o patinando* (99%).
En breve recibirás el resumen; el detalle quedará en el panel.","Código de Falla Asociado: Falla de Embrague / Disco Desgastado / Patina en Subida / RPM Suben sin Aceleración
Modelos Compatibles Frecuentes en Perú: Toyota Yaris, Hyundai Accent, Kia Rio, Nissan Versa, Chevrolet Sail, Suzuki Alto/Celerio
Gravedad: Alta | Tiempo Estimado de Taller: 90 minutos
Síntomas: Al acelerar en carretera o pendiente pronunciada, las revoluciones del motor aumentan bruscamente (sube el tacómetro) pero el vehículo no incrementa su velocidad; olor penetrante a forro quemado (ferodo recalentado); pedal de embrague con punto de acople excesivamente alto.
Tolerancias y Parámetros Metrológicos OEM:
- Carrera libre del pedal de embrague: 15 mm a 25 mm.
- Recorrido total del pedal: 130 mm a 145 mm.
- Espesor total del disco de embrague nuevo: 7.8 mm a 8.4 mm.
- Profundidad mínima de la cabeza de remaches respecto a la superficie de fricción: 0.30 mm (límite de descarte; disco nuevo = 1.20 mm).
- Alabeo máximo permisible del volante de motor: 0.10 mm (medido con reloj comparador centesimal).
- Alabeo máximo del plato de presión: 0.12 mm.
Instrucciones paso a paso:
1. Prueba de calado dinámico en taller (Stall Test):
   a. Ubicar el vehículo sobre piso horizontal sin obstáculos al frente.
   b. Accionar el freno de estacionamiento a máxima retención y mantener pisado el freno de servicio.
   c. Arrancar el motor, pisar el embrague a fondo y engranar 4ta marcha (o 3ra).
   d. Acelerar el motor progresivamente hasta 2,200 - 2,500 RPM.
   e. Soltar el pedal de embrague con rapidez controlada.
   f. Interpretación metrológica: Si el motor se apaga y cala de golpe en menos de 1.5 segundos, el embrague conserva suficiente adherencia mecánica. Si el motor permanece funcionando con el pedal completamente suelto o tarda más de 2 segundos en calarse, el disco de embrague patina críticamente y está cristalizado o desgastado.
2. Descartar contaminación por aceite: inspeccionar la ventana de inspección inferior de la campana de la caja de cambios buscando restos de aceite de motor (fuga por retén de cigüeñal) o valvulina (fuga por retén de eje piloto).
3. Inspeccionar el sistema hidráulico: verificar que el bombín esclavo y cilindro maestro retornen libremente y purgar el líquido DOT 4 si hay degradación térmica.
4. Desmontaje y metrología: si el embrague patina, desmontar la transmisión, medir espesor de remaches con micrómetro de profundidad y comprobar el temple de las lengüetas del diafragma de la prensa.",PROCEDIMIENTO: DIAGNÓSTICO DE PATINAMIENTO DE DISCO DE EMBRAGUE Y PRUEBA DE CALADO EN 4TA MARCHA,0.9971,35.67,30,3,0,35,en_cola_gemini,
SIMULACION_POST_020,SIMPOST-020,7,2026-09-30,SIMULACION_POST,EJECUTADO,Cuesta entrar los cambios y el pedal de embrague se queda pegado abajo.,Falla en bombin o bomba hidraulica de embrague,"[{""falla"": ""Falla en bombin o bomba hidraulica de embrague"", ""probabilidad"": 0.7362}, {""falla"": ""Disco de embrague desgastado o patinando"", ""probabilidad"": 0.171}, {""falla"": ""Sobrecalentamiento o solenoides en caja automatica CVT / DSG"", ""probabilidad"": 0.092}]",Cilindro maestro de embrague defectuoso,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🔧 Hipótesis por comprobar:
1. Falla en bombin o bomba hidraulica de embrague
2. Disco de embrague desgastado o patinando
3. Sobrecalentamiento o solenoides en caja automatica CVT / DSG

Comprueba el acoplamiento y el estado del fluido según el procedimiento del fabricante; no fuerces la marcha.

No hay procedimiento compatible verificado. Para especificaciones exactas necesito marca, modelo, año y motorización.",,Sin procedimiento compatible verificado,0.7362,35.88,30,3,0,35,en_cola_gemini,
SIMULACION_POST_021,SIMPOST-021,7,2026-09-30,SIMULACION_POST,EJECUTADO,"Al dar arranque solo se escucha un clic, las luces del tablero bajan de intensidad.",Alternador defectuoso o placa de diodos quemada,"[{""falla"": ""Alternador defectuoso o placa de diodos quemada"", ""probabilidad"": 0.8206}, {""falla"": ""Bateria descargada o bornes sulfatados"", ""probabilidad"": 0.117}, {""falla"": ""Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados)"", ""probabilidad"": 0.063}]",Batería descargada,igualdad_normalizada_prediccion_principal_vs_referencia,False,"⏳ *Analizando consulta (cola #6)*
Hipótesis preliminar ML: *Alternador defectuoso o placa de diodos quemada* (82%).
En breve recibirás el resumen; el detalle quedará en el panel.","Código de Falla Asociado: DTC P0562 (Voltaje del Sistema Bajo) / DTC P0620 (Circuito de Control del Alternador) / Falla de Batería y Carga
Modelos Compatibles Frecuentes en Perú: Toyota Yaris/Corolla, Hyundai Accent, Kia Rio, Nissan Versa, Chevrolet Sail, Suzuki Swift
Gravedad: Alta | Tiempo Estimado de Taller: 60 minutos
Síntomas: Testigo de batería encendido en el tablero, el alternador no carga y la batería se descarga rápido, pérdida de luces o dificultad para arrancar.
Instrucciones paso a paso:
1. Mida el voltaje de la batería en reposo con multímetro (debe registrar 12.4V a 12.7V con motor apagado).
2. Encienda el motor y mida el voltaje de carga entre bornes a 2000 RPM (debe registrar entre 13.8V y 14.5V). Si marca menos de 13.0V o más de 15.0V, el alternador o regulador de voltaje está defectuoso.
3. Realice prueba de caída de tensión en el cable positivo (+) del alternador a la batería (máximo 0.2V) y en el circuito de masa (-) (máximo 0.1V).
4. Verifique la tensión y estado de la faja serpentina de accesorios.
5. Desmonte el alternador, revise la placa de diodos rectificadores, los carbones/escobillas y el rotor.
6. Si la batería no retiene carga tras prueba de conductancia con analizador digital, reemplace la batería automotriz y limpie bornes sulfatados.","PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",0.8206,36.29,30,3,0,36,en_cola_gemini,
SIMULACION_POST_022,SIMPOST-022,8,2026-10-01,SIMULACION_POST,EJECUTADO,La batería se descarga aunque es nueva y la luz de batería prende mientras manejo.,Alternador defectuoso o placa de diodos quemada,"[{""falla"": ""Alternador defectuoso o placa de diodos quemada"", ""probabilidad"": 0.7418}, {""falla"": ""Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)"", ""probabilidad"": 0.168}, {""falla"": ""Fuga parasita de corriente en reposo (consumo nocturno de bateria)"", ""probabilidad"": 0.09}]",Alternador defectuoso,igualdad_normalizada_prediccion_principal_vs_referencia,False,"⏳ *Analizando consulta (cola #7)*
Hipótesis preliminar ML: *Alternador defectuoso o placa de diodos quemada* (74%).
En breve recibirás el resumen; el detalle quedará en el panel.","Código de Falla Asociado: DTC P0562 (Voltaje del Sistema Bajo) / DTC P0620 (Circuito de Control del Alternador) / Falla de Batería y Carga
Modelos Compatibles Frecuentes en Perú: Toyota Yaris/Corolla, Hyundai Accent, Kia Rio, Nissan Versa, Chevrolet Sail, Suzuki Swift
Gravedad: Alta | Tiempo Estimado de Taller: 60 minutos
Síntomas: Testigo de batería encendido en el tablero, el alternador no carga y la batería se descarga rápido, pérdida de luces o dificultad para arrancar.
Instrucciones paso a paso:
1. Mida el voltaje de la batería en reposo con multímetro (debe registrar 12.4V a 12.7V con motor apagado).
2. Encienda el motor y mida el voltaje de carga entre bornes a 2000 RPM (debe registrar entre 13.8V y 14.5V). Si marca menos de 13.0V o más de 15.0V, el alternador o regulador de voltaje está defectuoso.
3. Realice prueba de caída de tensión en el cable positivo (+) del alternador a la batería (máximo 0.2V) y en el circuito de masa (-) (máximo 0.1V).
4. Verifique la tensión y estado de la faja serpentina de accesorios.
5. Desmonte el alternador, revise la placa de diodos rectificadores, los carbones/escobillas y el rotor.
6. Si la batería no retiene carga tras prueba de conductancia con analizador digital, reemplace la batería automotriz y limpie bornes sulfatados.","PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",0.7418,37.29,31,3,0,37,en_cola_gemini,
SIMULACION_POST_023,SIMPOST-023,8,2026-10-01,SIMULACION_POST,EJECUTADO,Las luces parpadean y el tablero se apaga por segundos al acelerar.,Alternador defectuoso o placa de diodos quemada,"[{""falla"": ""Alternador defectuoso o placa de diodos quemada"", ""probabilidad"": 0.7202}, {""falla"": ""Bateria descargada o bornes sulfatados"", ""probabilidad"": 0.182}, {""falla"": ""Cuerpo de aceleracion o valvula IAC sucia"", ""probabilidad"": 0.098}]",Terminal negativo de batería sulfatado,igualdad_normalizada_prediccion_principal_vs_referencia,False,"⏳ *Analizando consulta (cola #8)*
Hipótesis preliminar ML: *Alternador defectuoso o placa de diodos quemada* (72%).
En breve recibirás el resumen; el detalle quedará en el panel.","Código de Falla Asociado: DTC P0562 (Voltaje del Sistema Bajo) / DTC P0620 (Circuito de Control del Alternador) / Falla de Batería y Carga
Modelos Compatibles Frecuentes en Perú: Toyota Yaris/Corolla, Hyundai Accent, Kia Rio, Nissan Versa, Chevrolet Sail, Suzuki Swift
Gravedad: Alta | Tiempo Estimado de Taller: 60 minutos
Síntomas: Testigo de batería encendido en el tablero, el alternador no carga y la batería se descarga rápido, pérdida de luces o dificultad para arrancar.
Instrucciones paso a paso:
1. Mida el voltaje de la batería en reposo con multímetro (debe registrar 12.4V a 12.7V con motor apagado).
2. Encienda el motor y mida el voltaje de carga entre bornes a 2000 RPM (debe registrar entre 13.8V y 14.5V). Si marca menos de 13.0V o más de 15.0V, el alternador o regulador de voltaje está defectuoso.
3. Realice prueba de caída de tensión en el cable positivo (+) del alternador a la batería (máximo 0.2V) y en el circuito de masa (-) (máximo 0.1V).
4. Verifique la tensión y estado de la faja serpentina de accesorios.
5. Desmonte el alternador, revise la placa de diodos rectificadores, los carbones/escobillas y el rotor.
6. Si la batería no retiene carga tras prueba de conductancia con analizador digital, reemplace la batería automotriz y limpie bornes sulfatados.","PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",0.7202,39.45,33,3,0,39,en_cola_gemini,
SIMULACION_POST_024,SIMPOST-024,8,2026-10-01,SIMULACION_POST,EJECUTADO,El motor no enciende después de cargar combustible; se siente olor a gasolina.,Auto-pregunta técnica de descarte enviada,"[{""falla"": ""Falla en sensor de oxigeno o mezcla rica"", ""probabilidad"": 0.6384}, {""falla"": ""Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)"", ""probabilidad"": 0.1128}, {""falla"": ""Bomba de gasolina quemada o con baja presion"", ""probabilidad"": 0.1065}]",Bomba de gasolina con baja presión,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:

• 1️⃣ Humo negro, olor excesivo a gasolina por el escape y alto consumo (Sensor de oxígeno / Mezcla) — 64%
• 2️⃣ Falla de arranque en frío o descalibración de mezcla en vehículo flex/etanol (Sistema Bi-combustible) — 11%
• 3️⃣ Falta de potencia en alta, se ahoga en subida o zumba fuerte el tanque de combustible (Bomba de combustible) — 11%

👉 *Responde indicando 1, 2 o describiendo brevemente la opción (o describe qué otro síntoma nota si ninguna coincide).*",,,0.6384,32.6,31,0,0,32,esperando_clarificacion,
SIMULACION_POST_025,SIMPOST-025,9,2026-10-02,SIMULACION_POST,EJECUTADO,"Al acelerar a fondo pierde potencia y da tirones, como si no llegara combustible.",Pendiente de comparar el modo de combustible,[],Bomba de gasolina con baja presión,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🔎 ¿Usa *GNV*, *GLP* o gasolina? ¿En cuál presenta la falla?",,,0.0,1.01,0,0,0,0,esperando_clarificacion,
SIMULACION_POST_026,SIMPOST-026,9,2026-10-02,SIMULACION_POST,EJECUTADO,"Enciende, pero luego de unos minutos empieza a fallar un cilindro y vibra todo el motor.",Consulta Ambigua / Datos Faltantes,[],Bobina de encendido defectuosa,igualdad_normalizada_prediccion_principal_vs_referencia,False,"🔎 ¿Vibra al frenar, a cierta velocidad o en mínimo?",,,0.0,1.32,0,0,0,0,esperando_clarificacion,
SIMULACION_POST_027,SIMPOST-027,9,2026-10-02,SIMULACION_POST,EJECUTADO,Cuando suelto el acelerador se apaga; el ralentí es muy bajo e inestable.,Cuerpo de aceleracion o valvula IAC sucia,"[{""falla"": ""Cuerpo de aceleracion o valvula IAC sucia"", ""probabilidad"": 0.8972}, {""falla"": ""Bomba de gasolina quemada o con baja presion"", ""probabilidad"": 0.067}, {""falla"": ""Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas)"", ""probabilidad"": 0.036}]",Válvula IAC sucia,igualdad_normalizada_prediccion_principal_vs_referencia,False,"⏳ *Analizando consulta (cola #9)*
Hipótesis preliminar ML: *Cuerpo de aceleracion o valvula IAC sucia* (89%).
En breve recibirás el resumen; el detalle quedará en el panel.","Código de Falla Asociado: DTC P0505 (Válvula IAC) / DTC P2119 (Control Mariposa Acelerador)
Modelos Compatibles Frecuentes en Perú: Toyota Yaris, Hyundai Accent/i10, Kia Rio/Picanto, Chevrolet Sail, Nissan Tiida
Gravedad: Media | Tiempo Estimado de Taller: 45 minutos
Síntomas: Ralentí inestable, las revoluciones oscilan entre 500 y 1500 RPM, o el motor se apaga repentinamente al frenar en semáforos.
Instrucciones paso a paso:
1. Desconectar el borne negativo (-) de la batería de 12V.
2. Retirar el ducto de aire de admisión aflojando las abrazaderas.
3. Desconectar el conector eléctrico del servo motor de la mariposa o de la válvula IAC.
4. Desmontar los 4 pernos del cuerpo de aceleración del múltiple de admisión.
5. Limpiar los depósitos de carbonilla alrededor de la mariposa y del ducto de aire con aerosol Carburaclean (Throttle Body Cleaner) y brocha fina. No forzar bruscamente la mariposa motorizada.
6. Reemplazar la empaquetadura de goma de la base del cuerpo de aceleración.
7. Armar el conjunto, conectar la batería y ejecutar el re-aprendizaje de marcha lenta (Idle Relearn): dar contacto 10 segundos, apagar 10 segundos y encender el motor sin tocar el acelerador durante 10 minutos hasta alcanzar 90°C.",PROCEDIMIENTO: DIAGNÓSTICO Y CALIBRACIÓN DE CUERPO DE ACELERACIÓN ELECTRÓNICO Y VÁLVULA IAC (DTC P0505 / P2119),0.8972,36.12,30,3,0,36,en_cola_gemini,
